age	region	kids04	kids59	compositeHourlyWages	education	working	familyIncome
539	62	Ontario	No	No	32.16	18	TRUE	22256
540	48	Atlantic	No	No	12.61	11	TRUE	29317
541	58	Prairies	No	No	13.42	12	TRUE	24688
542	56	Quebec	No	No	0	12	FALSE	28946
543	46	Atlantic	No	No	0	8.1	FALSE	29799
544	55	Atlantic	No	No	6.33	12	TRUE	1068
545	31	Ontario	Yes	No	16.5	12	TRUE	25696
546	57	Prairies	No	No	10.06	12	TRUE	24520
547	49	Ontario	No	No	0	12.5	FALSE	53271
548	43	Atlantic	No	No	28.8	16	TRUE	57160
549	42	Prairies	No	No	21	16	TRUE	30556
550	54	Ontario	No	No	9.6	10	TRUE	30569
551	25	Atlantic	No	No	5	12	TRUE	18710
552	37	Ontario	No	No	0	13.3	FALSE	28191
553	57	Ontario	No	No	8	17	TRUE	33938
554	41	Atlantic	No	No	19.05	13	TRUE	26906
555	31	Quebec	No	Yes	12.2	11	TRUE	49005
556	44	Ontario	No	No	20.76	18	TRUE	85494
558	31	Atlantic	No	No	18.75	18	TRUE	64487
559	38	Ontario	No	No	10	16	TRUE	22602
560	46	Ontario	No	Yes	0	12	FALSE	76510
561	35	Prairies	No	No	0	10	FALSE	16924
562	38	Ontario	No	No	7.1	9	TRUE	1464
563	34	Atlantic	No	Yes	7	12.1	TRUE	40975
564	48	Prairies	Yes	No	0	14	FALSE	42240
565	43	BC	No	No	0	10	FALSE	58264
566	40	Prairies	No	No	9.77	14	TRUE	16601
567	58	BC	No	No	0	10	FALSE	10106
568	29	Ontario	Yes	No	13	18	TRUE	33793
569	41	Ontario	No	No	18.74	17	TRUE	37199
570	48	BC	No	No	6.93	12	TRUE	42373
571	43	Quebec	No	No	0	8	FALSE	25209
572	26	Ontario	Yes	No	3.15	11.5	TRUE	29411
573	29	Atlantic	No	No	9.73	20	TRUE	0
574	55	Ontario	No	No	11.26	12	TRUE	31774
575	35	Ontario	No	Yes	0	12	FALSE	30540
576	59	Quebec	No	No	0	11	FALSE	32296
577	58	Quebec	No	No	0	8	FALSE	60373
578	32	Prairies	No	No	10	11	TRUE	21241
579	35	BC	No	No	24.91	16	TRUE	30964
580	57	Atlantic	No	No	12.96	11	TRUE	21887
581	35	Ontario	No	No	12.5	11	TRUE	0
582	56	Quebec	No	No	9.32	12	TRUE	24596
583	33	Atlantic	Yes	Yes	0	16	FALSE	37896
584	36	Quebec	Yes	Yes	0	13	FALSE	29839
585	38	Prairies	Yes	No	0	14.8	FALSE	13683
586	43	Prairies	No	Yes	25.29	19.6	TRUE	47637
587	40	Prairies	No	Yes	0	13	FALSE	46047
588	38	Prairies	No	No	18.84	13	TRUE	23719
589	39	Atlantic	No	Yes	0	11	FALSE	18253
590	35	BC	No	No	9.66	12	TRUE	38803
591	40	Atlantic	No	No	16.65	15.1	TRUE	37075
592	32	Atlantic	No	Yes	11.63	16	TRUE	21745
593	38	Quebec	No	Yes	11	9	TRUE	25665
594	48	BC	No	No	14	12	TRUE	43297
595	32	Atlantic	Yes	Yes	18.69	14	TRUE	66721
596	49	Ontario	No	No	21.6	13.1	TRUE	36078
597	47	Ontario	No	No	12.79	12	TRUE	45036
598	53	Ontario	No	No	14.49	16	TRUE	57625
599	50	Quebec	No	No	27.92	17	TRUE	45898
600	36	Ontario	No	Yes	13.5	16.1	TRUE	24374
602	57	Ontario	No	No	0	8	FALSE	18778
604	23	Ontario	No	Yes	10.25	12.2	TRUE	14571
605	31	Atlantic	Yes	Yes	6.5	13	TRUE	27544
606	45	Ontario	No	No	0	10	FALSE	55502
608	46	Ontario	No	No	0	12	FALSE	29115
609	46	Atlantic	No	No	5	9	TRUE	49366
610	48	Atlantic	No	No	17.97	15	TRUE	29683
611	55	Ontario	No	No	0	15	FALSE	46788
612	56	Quebec	No	No	0	11	FALSE	35223
613	34	Quebec	No	No	9.25	11	TRUE	23732
614	42	Atlantic	No	Yes	25	18	TRUE	47626
615	39	Prairies	No	No	0	10	FALSE	44052
616	32	Prairies	Yes	No	14.23	13	TRUE	30967
617	32	BC	No	Yes	20	13	TRUE	48551
618	33	Prairies	No	Yes	0	14	FALSE	43916
619	24	Prairies	Yes	No	7.25	12	TRUE	20307
620	45	Quebec	No	No	10.24	14	TRUE	41402
621	39	BC	No	Yes	8	12.5	TRUE	32177
622	37	Quebec	No	Yes	13	12	TRUE	2566
623	55	Atlantic	No	No	9.25	10	TRUE	21419
624	51	Atlantic	No	No	0	9	FALSE	18475
625	38	Ontario	No	No	11.29	10	TRUE	42787
626	33	Ontario	No	Yes	0	12	FALSE	1180
627	41	Prairies	No	No	0	16	FALSE	28365
628	54	Quebec	No	No	0	12	FALSE	36114
630	29	Atlantic	Yes	Yes	50	12	TRUE	71911
631	53	Atlantic	Yes	No	0	11	FALSE	32150
632	49	Atlantic	No	No	5.49	11	TRUE	35636
633	56	Atlantic	No	No	0	10	FALSE	9434
634	51	Quebec	No	Yes	0	12	FALSE	8884
635	41	Atlantic	No	No	16.17	13	TRUE	21053
636	40	Prairies	No	Yes	0	13	FALSE	42973
637	41	Atlantic	No	No	13.58	11	TRUE	31560
638	26	Prairies	No	No	15.87	17.8	TRUE	37245
639	41	Atlantic	No	No	9.3	12	TRUE	36719
640	46	Ontario	No	No	16	15	TRUE	59182
641	27	Atlantic	No	Yes	10	13	TRUE	21403
642	52	Prairies	No	No	0	16	FALSE	29980
643	62	Prairies	No	No	0	12	FALSE	8396
644	47	Atlantic	No	No	11.8	12	TRUE	33407
645	55	Prairies	No	No	16.89	10	TRUE	18280
647	32	Atlantic	No	Yes	8.19	16	TRUE	21484
648	47	Ontario	No	No	12	13	TRUE	55790
649	40	Prairies	No	No	11	12	TRUE	66632
651	25	Quebec	Yes	No	0	14.6	FALSE	28707
652	35	Quebec	No	No	17.13	12.5	TRUE	0
653	43	Atlantic	Yes	Yes	0	10.3	FALSE	66989
654	39	Atlantic	No	Yes	9.5	13	TRUE	20671
655	58	Atlantic	No	No	11.11	12	TRUE	53807
657	28	Ontario	Yes	No	5.93	10.5	TRUE	32468
658	37	Ontario	No	Yes	0	11	FALSE	22873
659	43	Quebec	No	No	12.43	12	TRUE	32436
660	38	Ontario	No	No	13.44	10.6	TRUE	25849
661	50	Ontario	No	No	15.5	12	TRUE	37372
662	58	Atlantic	No	No	0	10	FALSE	28396
663	45	Prairies	No	No	0	10	FALSE	23839
664	41	Ontario	No	No	9.14	17	TRUE	28704
665	31	Prairies	Yes	No	13.14	13	TRUE	28855
666	46	Atlantic	No	Yes	0	13	FALSE	25944
667	39	Ontario	No	No	20.5	17	TRUE	31227
668	41	Prairies	No	Yes	15.17	14	TRUE	27936
669	37	Ontario	Yes	No	0	14	FALSE	13865
670	33	Atlantic	Yes	Yes	11.84	14	TRUE	17705
671	45	Quebec	No	No	9.74	12	TRUE	50625
672	24	Atlantic	Yes	No	0	12	FALSE	36866
673	45	BC	No	Yes	15.03	17	TRUE	40981
674	48	Atlantic	Yes	No	0	13	FALSE	52328
675	31	Prairies	Yes	No	9	10	TRUE	15506
676	44	BC	No	No	20	14	TRUE	33758
677	25	Prairies	Yes	Yes	0	13	FALSE	24426
678	50	Prairies	No	No	11.3	11	TRUE	30140
679	49	Ontario	No	No	0	10	FALSE	9746
680	34	Ontario	No	Yes	0	12	FALSE	54639
681	44	Atlantic	No	No	0	13	FALSE	28281
682	55	Prairies	No	No	18.24	17	TRUE	24863
683	33	Ontario	No	Yes	9.05	11.1	TRUE	30717
685	37	Ontario	No	Yes	11.5	9	TRUE	42490
686	46	BC	No	No	20.24	14	TRUE	44497
688	38	Prairies	No	No	12	14.5	TRUE	30248
689	34	Ontario	No	No	11	10	TRUE	13354
690	52	Atlantic	No	No	0	12	FALSE	11110
691	36	Prairies	No	No	16.09	12.5	TRUE	20828
692	65	Prairies	No	No	0	10	FALSE	10360
693	24	Atlantic	Yes	No	9.74	16.4	TRUE	28962
694	28	Quebec	Yes	No	0	11.5	FALSE	14852
696	58	Quebec	No	No	0	7	FALSE	33120
697	47	Atlantic	No	No	0	14	FALSE	18521
698	28	BC	Yes	No	31.94	18	TRUE	37819
699	54	BC	No	No	0	10	FALSE	47399
700	58	Prairies	No	No	9.63	8	TRUE	5795
701	61	Ontario	No	No	10.2	12	TRUE	14170
702	34	Atlantic	Yes	No	0	9.5	FALSE	25543
703	27	BC	No	No	19.84	16.7	TRUE	0
704	44	Prairies	No	No	0	14	FALSE	11221
705	47	Atlantic	Yes	No	8.49	9	TRUE	57569
706	43	Atlantic	No	No	25	14.3	TRUE	41955
708	56	Ontario	No	No	0	9	FALSE	29419
709	45	Atlantic	No	No	33	15	TRUE	38909
710	27	Prairies	Yes	No	11.18	15	TRUE	20770
711	35	Ontario	Yes	No	0	14	FALSE	43065
712	44	Ontario	No	No	16	12.5	TRUE	49063
713	46	Atlantic	No	No	8.45	11	TRUE	25753
714	45	Prairies	No	No	0	12	FALSE	60315
715	63	BC	No	No	13	12	TRUE	24299
716	59	Atlantic	No	No	5.38	10	TRUE	16443
717	32	Atlantic	No	No	12.97	18.5	TRUE	36345
718	43	Prairies	No	No	20.85	19.5	TRUE	36506
719	24	Ontario	Yes	Yes	0	8	FALSE	33122
720	57	Atlantic	No	No	0	8.5	FALSE	19320
721	39	Ontario	No	Yes	8	11	TRUE	33206
722	38	Quebec	No	No	12.13	10	TRUE	34268
723	27	Prairies	Yes	No	13	17	TRUE	57978
724	31	Quebec	Yes	No	32.53	19	TRUE	27042
726	24	Prairies	No	Yes	7.7	9	TRUE	43923
727	38	Ontario	No	Yes	28.8	16	TRUE	2416
728	48	Atlantic	No	No	0	11	FALSE	69317
729	39	Atlantic	No	No	12.5	8	TRUE	19358
730	50	Atlantic	No	No	11.04	13	TRUE	53181
731	54	Ontario	No	No	28.8	14	TRUE	41411
732	48	Ontario	No	No	0	13.5	FALSE	199898
733	32	Ontario	Yes	Yes	24.46	13	TRUE	36716
734	45	Prairies	No	No	17.83	20	TRUE	35689
735	30	Atlantic	Yes	No	0	12	FALSE	45502
736	51	Prairies	No	No	11.86	12.3	TRUE	43909
737	52	Quebec	No	No	0	10	FALSE	14381
738	43	Ontario	No	No	0	13	FALSE	33075
739	29	Prairies	Yes	Yes	5.35	12	TRUE	506
740	54	Ontario	No	No	0	10	FALSE	44664
741	62	BC	No	No	0	14	FALSE	66948
742	50	Quebec	No	No	20.43	12.5	TRUE	47107
743	43	Prairies	No	No	15.71	11	TRUE	56081
744	32	Ontario	No	Yes	17.07	14	TRUE	55633
746	46	Prairies	No	No	14.54	10	TRUE	35861
747	39	BC	No	Yes	11.5	12	TRUE	25122
748	54	Atlantic	No	No	4.64	13	TRUE	29099
749	47	Prairies	No	No	5.4	8	TRUE	64793
750	50	Ontario	No	No	18.19	12	TRUE	35836
751	37	Ontario	No	No	8	13	TRUE	51275
752	29	Prairies	No	No	6.51	12.5	TRUE	15401
753	57	Atlantic	No	No	10.08	10	TRUE	58256
754	49	Atlantic	No	No	4.68	14	TRUE	34520
755	29	Quebec	No	No	18.92	19.5	TRUE	20428
756	59	Ontario	No	No	0	12	FALSE	41048
757	29	Atlantic	Yes	No	0	15	FALSE	25303
758	52	Prairies	No	No	10.75	16.1	TRUE	55249
759	47	Atlantic	No	No	0	18	FALSE	37148
760	22	Prairies	Yes	No	0	10	FALSE	18934
761	35	Atlantic	No	Yes	12.36	16	TRUE	30469
762	64	Prairies	No	No	0	15	FALSE	1365
763	47	Ontario	No	No	0	13	FALSE	49878
764	25	Prairies	Yes	No	14.83	13.5	TRUE	47185
765	33	Prairies	No	Yes	0	10	FALSE	43548
767	58	Quebec	No	No	0	17	FALSE	34944
768	29	Ontario	Yes	No	13.59	14.1	TRUE	40245
769	53	Ontario	No	No	0	10	FALSE	22749
770	41	BC	No	No	14.4	12	TRUE	31532
771	57	Prairies	No	No	0	12	FALSE	18012
772	37	Atlantic	No	No	13	15.1	TRUE	32390
773	43	Atlantic	No	No	5.5	11.6	TRUE	48515
774	39	Atlantic	No	Yes	10	17	TRUE	67087
775	34	Prairies	Yes	No	17.12	16	TRUE	20327
776	64	Ontario	No	No	15	13	TRUE	59928
777	53	Ontario	No	No	9.65	12.5	TRUE	87156
778	26	Prairies	No	No	10.01	12.5	TRUE	17142
779	47	Ontario	No	No	19.91	13	TRUE	36714
780	35	Atlantic	No	No	6.75	12.5	TRUE	22425
781	62	Ontario	No	No	0	13	FALSE	25424
782	27	Prairies	Yes	Yes	14.27	12.5	TRUE	28442
783	27	Ontario	No	No	7	9.5	TRUE	69074
784	35	Quebec	No	Yes	7	11	TRUE	38545
785	28	Prairies	No	No	10.15	12	TRUE	30758
786	26	Prairies	Yes	No	15.55	14	TRUE	32902
788	31	Atlantic	Yes	Yes	0	11.5	FALSE	31418
789	44	Atlantic	No	No	24	12	TRUE	48388
790	61	Ontario	No	No	0	11	FALSE	25669
791	46	Quebec	No	Yes	13.44	13	TRUE	16545
792	37	Ontario	No	Yes	13.49	10.5	TRUE	8249
793	43	Atlantic	No	No	0	11	FALSE	21663
794	54	Prairies	No	No	14.62	11	TRUE	28949
795	31	Quebec	Yes	No	20	19	TRUE	37188
796	35	Quebec	Yes	Yes	14.67	12	TRUE	33381
797	57	Ontario	No	No	6.7	6	TRUE	28263
798	46	Atlantic	No	No	17.28	16.5	TRUE	22219
800	51	Atlantic	No	No	9.17	12.6	TRUE	37105
801	65	Prairies	No	No	0	15	FALSE	17019
802	34	Atlantic	No	No	13.03	16	TRUE	26312
803	27	Atlantic	Yes	No	16.53	16	TRUE	20193
804	38	Ontario	No	No	20.48	11	TRUE	61940
805	54	Ontario	No	No	7.75	13	TRUE	13193
807	29	Quebec	Yes	Yes	9.81	12	TRUE	24397
808	27	Atlantic	Yes	Yes	15.58	17.2	TRUE	27385
809	32	BC	Yes	No	11.37	11	TRUE	61677
810	44	BC	No	No	13.79	13	TRUE	92541
811	41	Ontario	No	No	0	18	FALSE	32432
812	33	BC	Yes	Yes	12.02	14	TRUE	43806
813	29	Ontario	No	No	18.74	16	TRUE	20463
814	59	Atlantic	No	No	0	9	FALSE	31340
815	36	Ontario	No	Yes	22.98	15	TRUE	35729
816	61	Ontario	No	No	14.04	9	TRUE	13666
817	40	Ontario	No	No	14.88	13	TRUE	49651
818	62	Prairies	No	No	8.47	12	TRUE	15516
819	57	Ontario	No	No	7.6	9	TRUE	13107
820	25	Atlantic	Yes	No	12.48	16.6	TRUE	46762
821	53	Ontario	No	No	0	10.5	FALSE	60940
822	54	Ontario	No	No	0	8	FALSE	16749
823	64	BC	No	No	0	13	FALSE	41433
824	55	Ontario	No	No	0	18	FALSE	61979
825	35	Quebec	Yes	No	0	14	FALSE	11362
826	40	Atlantic	No	No	21.12	15	TRUE	21551
827	34	Ontario	Yes	Yes	8.75	11	TRUE	30090
828	37	Atlantic	No	Yes	15.87	12	TRUE	29765
830	35	Atlantic	No	Yes	0	10	FALSE	12786
831	41	Ontario	No	No	13.73	19	TRUE	88781
832	48	Ontario	No	No	27	15	TRUE	64250
833	25	Atlantic	No	No	7	13	TRUE	14833
834	57	Atlantic	No	No	0	17	FALSE	77462
835	54	Ontario	No	No	12.21	12	TRUE	0
836	58	Quebec	No	No	0	10	FALSE	14237
837	57	Atlantic	No	No	0	10	FALSE	24737
838	63	Ontario	No	No	0	16	FALSE	181447
839	34	Ontario	Yes	Yes	10	12	TRUE	38755
840	51	Ontario	No	No	0	12.5	FALSE	18245
841	30	Prairies	Yes	No	10.3	13	TRUE	40395
842	57	Ontario	No	No	7.85	9	TRUE	28291
843	64	Ontario	No	No	0	5	FALSE	10215
844	34	Quebec	Yes	Yes	21.05	15	TRUE	1938
845	23	Prairies	Yes	No	9.5	13	TRUE	19132
846	48	Atlantic	No	No	0	12	FALSE	78615
847	38	Atlantic	No	Yes	13.6	12	TRUE	22730
848	43	Ontario	No	No	8	14	TRUE	31788
849	42	BC	Yes	No	19.2	14	TRUE	56515
850	56	Ontario	No	No	15.04	13	TRUE	34471
851	51	Atlantic	No	No	10.75	9	TRUE	19763
852	39	Atlantic	No	No	0	6	FALSE	28351
853	37	Ontario	No	No	27.34	14.8	TRUE	28434
854	35	Prairies	No	No	0	11	FALSE	15217
855	29	Ontario	No	No	5.6	12	TRUE	33664
856	48	Atlantic	No	No	0	9	FALSE	21837
857	49	Quebec	No	No	11.67	9	TRUE	16769
858	49	Ontario	Yes	No	0	10	FALSE	14910
859	36	Prairies	No	No	12.97	15.3	TRUE	27052
860	33	Atlantic	No	Yes	25	12	TRUE	49585
861	41	Atlantic	No	No	5.95	9.5	TRUE	10702
862	34	Ontario	Yes	No	0	12	FALSE	25522
864	27	Prairies	Yes	Yes	5.5	10	TRUE	23727
865	56	Ontario	No	No	0	19	FALSE	54512
866	45	Ontario	No	No	18.21	12	TRUE	45080
867	29	Atlantic	Yes	Yes	0	10	FALSE	27456
868	55	Atlantic	No	No	0	12	FALSE	58335
869	37	Quebec	No	Yes	0	10	FALSE	28610
870	61	Quebec	No	No	0	9	FALSE	13115
871	43	Quebec	No	No	0	13.2	FALSE	39519
872	65	Ontario	No	No	0	8	FALSE	34852
873	30	Prairies	Yes	Yes	0	15	FALSE	25879
874	52	Prairies	No	No	0	7	FALSE	22634
875	45	Ontario	No	No	15.87	10.5	TRUE	46831
876	62	Atlantic	No	No	0	10	FALSE	26889
877	38	Atlantic	No	Yes	0	9.5	FALSE	19779
879	32	Prairies	Yes	No	0	12.5	FALSE	33999
880	45	Quebec	No	No	15.68	14.5	TRUE	109094
881	39	Atlantic	No	No	15.62	14	TRUE	38499
882	46	Atlantic	No	No	10.98	10	TRUE	20444
883	45	Atlantic	No	No	8	10.5	TRUE	27639
884	54	BC	No	No	0	13	FALSE	17094
885	36	Atlantic	No	No	0	11	FALSE	26527
886	56	Atlantic	No	No	13.21	12	TRUE	8703
887	55	Prairies	No	No	0	8	FALSE	39651
888	32	Quebec	Yes	No	17.54	12	TRUE	20482
889	48	Atlantic	No	No	5	7.5	TRUE	43576
890	27	Prairies	Yes	Yes	0	11	FALSE	27442
891	37	Quebec	No	No	0	11	FALSE	50042
892	61	Ontario	No	No	7.89	12	TRUE	54941
893	49	Quebec	No	No	0	10	FALSE	31836
894	26	Ontario	Yes	No	0	11	FALSE	11791
895	32	Prairies	Yes	Yes	0	14	FALSE	8951
896	56	BC	No	No	7.64	10	TRUE	20591
897	41	Ontario	No	Yes	0	15.5	FALSE	99187
898	58	Ontario	No	No	0	6	FALSE	19233
899	28	Atlantic	Yes	No	9.6	14	TRUE	16516
900	33	Prairies	No	Yes	15.36	12	TRUE	23184
901	48	Quebec	No	No	0	10	FALSE	35495
902	38	Ontario	No	No	26.18	17	TRUE	30393
904	30	Prairies	Yes	Yes	12.18	12	TRUE	33535
905	65	Ontario	No	No	0	8	FALSE	33874
906	61	Quebec	No	No	0	11	FALSE	23271
907	29	Prairies	Yes	Yes	0	10	FALSE	15174
908	62	BC	No	No	0	17	FALSE	27486
909	59	Quebec	No	No	0	11	FALSE	13548
910	38	Ontario	No	No	7.48	12.7	TRUE	29583
911	56	Ontario	No	No	28.14	16	TRUE	55611
912	60	Quebec	No	No	0	10	FALSE	11846
913	48	Atlantic	No	No	0	12.5	FALSE	46833
914	45	Prairies	No	No	6.5	11	TRUE	13266
915	32	Atlantic	Yes	Yes	11.9	12	TRUE	34787
916	54	Quebec	No	No	5.85	4	TRUE	17200
917	56	Prairies	No	No	0	15	FALSE	26117
918	46	Quebec	No	No	0	7	FALSE	19176
919	36	BC	No	No	13.94	14	TRUE	38835
920	50	Atlantic	No	No	24.42	11.5	TRUE	33480
921	25	Prairies	No	No	13.77	12.5	TRUE	36741
922	54	Atlantic	No	No	0	11	FALSE	34408
923	56	Ontario	No	No	13.54	12	TRUE	31036
924	45	Prairies	No	No	30.72	16	TRUE	32030
925	36	BC	No	No	15.77	12	TRUE	29660
926	33	Quebec	No	Yes	8.29	10	TRUE	21338
927	59	Atlantic	No	No	12.05	10	TRUE	25163
928	52	Prairies	No	Yes	0	14	FALSE	48467
929	40	Ontario	Yes	Yes	20.85	12	TRUE	19296
930	53	Ontario	No	No	14.36	10	TRUE	18724
931	65	Atlantic	No	No	0	11	FALSE	17796
932	25	Prairies	Yes	No	0	13	FALSE	27362
934	39	Prairies	No	Yes	10.02	12	TRUE	33194
935	38	Atlantic	No	No	0	12	FALSE	42126
936	45	Atlantic	No	No	15.87	14.5	TRUE	40421
937	31	Quebec	Yes	No	0	16	FALSE	32753
938	60	Atlantic	No	No	0	8	FALSE	23220
940	53	BC	No	No	0	16	FALSE	57773
941	64	Ontario	No	No	0	15	FALSE	23498
942	33	Quebec	No	Yes	0	11	FALSE	22379
943	34	Atlantic	Yes	Yes	0	16	FALSE	26542
944	42	Atlantic	No	No	0	4.3	FALSE	15298
945	23	Quebec	No	No	6.63	9	TRUE	14742
946	47	Prairies	No	No	5.75	12.5	TRUE	48980
947	34	Ontario	Yes	Yes	25	17.5	TRUE	29300
948	42	Ontario	No	No	8.5	12	TRUE	53787
949	64	Prairies	No	No	8.8	13	TRUE	43913
950	55	BC	No	No	9.35	10	TRUE	5212
951	46	Quebec	No	No	0	8	FALSE	44271
952	30	Atlantic	No	Yes	7.42	14	TRUE	18841
953	51	Quebec	No	No	0	4	FALSE	41720
954	48	Quebec	No	No	15.36	16	TRUE	22247
955	32	Prairies	Yes	Yes	0	12	FALSE	40735
956	27	Prairies	Yes	No	12.71	13	TRUE	4652
957	50	Atlantic	No	No	12.36	12	TRUE	39740
958	46	Ontario	No	No	18.87	14	TRUE	30115
959	61	Quebec	No	No	0	9	FALSE	28880
960	61	Prairies	No	No	0	15	FALSE	25765
963	52	Ontario	No	No	0	12	FALSE	74426
964	31	Ontario	Yes	No	12.29	13.7	TRUE	32483
965	48	Ontario	No	No	14.28	13	TRUE	61149
966	58	Quebec	No	No	0	9	FALSE	16010
967	48	Ontario	No	No	23.09	12.5	TRUE	0
968	37	BC	No	No	7.33	12.6	TRUE	38318
970	43	BC	No	No	0	12	FALSE	28379
971	35	Atlantic	Yes	No	18.72	18	TRUE	23632
972	35	Ontario	No	No	0	12	FALSE	15228
973	40	BC	No	Yes	19.25	12	TRUE	46395
974	35	Atlantic	No	Yes	5.2	12	TRUE	14309
975	45	Prairies	No	No	0	16	FALSE	60153
976	35	BC	No	Yes	23.5	19	TRUE	68275
977	22	Prairies	No	No	6.5	16	TRUE	9767
978	39	BC	No	No	0	12	FALSE	3441
979	43	Prairies	No	No	12	12	TRUE	53493
980	49	Atlantic	No	No	10	9	TRUE	19204
981	35	Prairies	Yes	No	0	17	FALSE	37851
982	47	Prairies	No	No	0	10	FALSE	51138
983	36	Prairies	Yes	Yes	18.4	12.9	TRUE	25644
984	44	Prairies	No	No	0	8	FALSE	26189
985	41	Atlantic	No	No	5.5	9	TRUE	2484
986	44	Ontario	No	No	10.85	10	TRUE	56370
987	38	Prairies	Yes	Yes	19.08	14	TRUE	34325
988	36	BC	No	Yes	0	15	FALSE	67453
989	46	Atlantic	No	No	15.29	12	TRUE	49377
990	39	Atlantic	No	Yes	11.02	12	TRUE	16842
991	56	BC	No	No	0	13	FALSE	10360
994	46	Atlantic	No	No	19.47	15	TRUE	26433
995	58	Ontario	No	No	0	6	FALSE	12003
996	32	Ontario	No	Yes	12.35	15.4	TRUE	30407
997	62	Quebec	No	No	0	6	FALSE	31266
998	53	Prairies	No	No	8	9	TRUE	23328
999	25	Prairies	Yes	No	5.38	14.3	TRUE	31536
1000	38	Ontario	No	Yes	16.32	15	TRUE	35009
1001	56	Prairies	No	No	5.35	10	TRUE	27318
1002	32	Prairies	No	No	6.95	13.1	TRUE	17549
1003	24	Prairies	No	No	10.78	17.5	TRUE	18050
1004	53	Ontario	No	No	19.2	11.5	TRUE	39399
1005	32	Ontario	Yes	Yes	0	14	FALSE	36338
1006	52	Prairies	No	Yes	0	17	FALSE	16729
1007	32	Atlantic	No	Yes	0	8	FALSE	44345
1008	39	Atlantic	Yes	Yes	0	12	FALSE	32353
1009	39	Quebec	No	No	0	14	FALSE	24992
1010	40	Quebec	No	Yes	29.61	13	TRUE	51767
1011	46	Atlantic	No	No	0	17.5	FALSE	42701
1012	51	Atlantic	No	No	10	10	TRUE	26762
1013	60	Ontario	No	No	0	10	FALSE	19141
1014	31	Ontario	Yes	No	23.63	13	TRUE	40866
1015	47	Atlantic	No	No	2.99	9	TRUE	31290
1016	53	Quebec	No	No	16.28	11	TRUE	49814
1017	47	Atlantic	No	Yes	0	10	FALSE	14816
1018	34	Atlantic	No	Yes	5.15	8	TRUE	26033
1019	39	Atlantic	No	No	10.55	13	TRUE	34154
1020	48	Prairies	No	No	11.17	13	TRUE	37445
1021	30	Prairies	Yes	Yes	0	12	FALSE	48801
1022	36	Atlantic	No	Yes	8.5	10	TRUE	46458
1023	49	BC	No	No	13.04	10	TRUE	26735
1024	59	Quebec	No	No	0	11	FALSE	45294
1025	25	Atlantic	No	No	0	13	FALSE	37968
1026	40	Atlantic	Yes	No	0	9	FALSE	14488
1027	63	Quebec	No	No	0	9	FALSE	20435
1028	35	Quebec	No	No	0	9	FALSE	12224
1029	32	Atlantic	No	Yes	11.17	11	TRUE	25742
1030	47	Prairies	No	No	11.66	13.8	TRUE	46938
1032	40	BC	No	No	7	12	TRUE	39124
1033	39	Ontario	No	No	21	11	TRUE	30273
1034	27	Prairies	Yes	No	22.06	14	TRUE	32792
1035	36	BC	No	Yes	0	17	FALSE	52478
1036	31	Prairies	No	Yes	5.34	12	TRUE	24070
1037	25	Atlantic	No	No	8.6	12	TRUE	17056
1038	57	Prairies	No	No	11	9	TRUE	15276
1039	34	Prairies	No	Yes	7.45	12	TRUE	17874
1040	44	Prairies	No	No	0	12.5	FALSE	9430
1041	53	BC	No	No	16.17	12	TRUE	37342
1043	62	Quebec	No	No	0	9	FALSE	11457
1044	31	Quebec	Yes	No	20.53	19.5	TRUE	32156
1045	36	Atlantic	No	No	0	10	FALSE	15819
1046	46	Ontario	No	No	14.5	14.3	TRUE	40880
1047	37	Prairies	No	Yes	25	18	TRUE	49768
1048	52	Ontario	No	No	0	13	FALSE	79408
1049	48	Atlantic	No	No	0	11	FALSE	37213
1050	61	Prairies	No	No	0	12	FALSE	40017
1051	40	Ontario	No	Yes	9.2	13	TRUE	13263
1052	45	Prairies	No	No	6.9	15	TRUE	132579
1053	30	Ontario	Yes	No	14.52	15	TRUE	41454
1054	43	Ontario	No	No	0	15	FALSE	74308
1056	61	Quebec	No	No	0	15	FALSE	74340
1057	65	Quebec	No	No	0	11	FALSE	25004
1058	58	Ontario	No	No	0	14	FALSE	18887
1059	51	Quebec	No	No	20.27	14	TRUE	28833
1060	44	Atlantic	No	No	5.99	12	TRUE	36396
1061	62	Ontario	No	No	0	11	FALSE	16590
1062	32	Ontario	Yes	Yes	0	11.5	FALSE	39552
1063	38	Atlantic	No	No	14.63	14	TRUE	12302
1064	33	Atlantic	No	No	15	12	TRUE	21928
1065	30	Prairies	Yes	No	6	12	TRUE	11649
1066	37	Prairies	No	No	10.46	11	TRUE	46104
1067	40	Prairies	No	No	11	14	TRUE	38017
1068	58	Quebec	No	No	0	12	FALSE	9712
1069	26	Ontario	Yes	Yes	7.97	10	TRUE	0
1070	28	Prairies	Yes	No	16.85	14	TRUE	54118
1071	63	Ontario	No	No	0	7	FALSE	29565
1072	37	Atlantic	No	No	9	13	TRUE	22289
1073	41	Ontario	No	Yes	9.33	14.5	TRUE	47606
1074	62	Prairies	No	No	0	12.5	FALSE	51276
1075	36	Atlantic	No	No	6	11	TRUE	10806
1076	48	Ontario	No	Yes	30	16	TRUE	41485
1077	59	Atlantic	No	No	0	12	FALSE	26297
1078	32	Quebec	No	Yes	0	11	FALSE	35456
1079	35	Prairies	No	No	10.24	13	TRUE	41247
