age	nonint	mwork	meduc	income	nsibs	fundprot	tradrole
5652	19.25	yes	no	10	6200	6	yes	SD
5654	18.75	no	no	9	8050	5	yes	D
5656	21.416666667	no	no	16	6950	4	no	SD
5657	14.666666667	no	no	12	8491	2	no	A
5659	21.916666667	yes	no	12	10607	3	yes	SD
5661	18.25	no	yes	15	15000	1	yes	SD
5669	21.416666667	no	no	12	19599	3	no	SD
5670	16.5	no	yes	17	22500	2	no	SD
5673	16.333333333	no	yes	16	21637	3	no	SD
5674	14.833333333	no	yes	12	21637	3	no	SD
5675	20.75	yes	yes	14	28284	4	no	D
5681	17.583333333	yes	no	8	2400	2	no	D
5682	15.083333333	no	yes	8	4158	9	no	D
5685	18.333333333	yes	yes	13	2582	0	no	SD
5686	16.25	yes	no	12	4448	9	no	A
5687	16.25	yes	no	8	4448	9	no	SD
5689	20.25	yes	no	12	547	17	no	D
5695	20.75	yes	no	12	32578	7	no	D
5701	15.333333333	no	yes	12	23094	1	no	SD
5702	20.666666667	yes	no	12	23518	6	no	D
5705	19.25	no	no	12	10719	3	no	A
5706	19.166666667	no	no	12	1000	1	no	SD
5707	19	no	no	12	5632	4	no	D
5708	21.5	no	no	15	3600	3	no	SD
5709	18.666666667	no	yes	12	8491	1	yes	D
5710	18.5	no	no	12	2557	3	no	SD
5712	16.583333333	no	yes	12	6000	1	no	D
5713	15.333333333	no	no	12	6000	1	no	SD
5715	17.166666667	no	no	12	2500	2	yes	D
5716	16.75	yes	yes	13	10399	1	no	D
5717	15.083333333	no	yes	12	23094	3	no	D
5718	17	no	yes	12	10500	2	no	D
5760	17.583333333	no	no	12	14707	1	no	SA
5768	19.5	yes	yes	12	2450	3	no	SD
5777	14.75	yes	no	10	5200	1	no	D
5858	19.416666667	yes	no	12	4070	7	yes	D
5892	14.75	no	no	14	2268	4	no	D
6018	19.5	no	no	15	3150	1	no	SD
6189	17.833333333	no	yes	11	10399	5	yes	A
6190	17	no	yes	11	3507	6	yes	D
6192	15.583333333	yes	yes	11	3346	6	yes	A
6307	21.916666667	no	no	7	2903	8	yes	A
6331	16.5	yes	no	12	3394	5	no	A
6332	20.833333333	no	yes	10	8538	3	yes	D
6348	14.416666667	yes	yes	12	7506	6	yes	SD
6349	18.916666667	no	yes	11	4536	3	yes	A
6350	17.666666667	no	no	10	4536	3	yes	D
6351	15	no	no	10	4536	3	yes	A
6424	16.666666667	yes	no	9	477	4	no	A
6437	20.416666667	no	yes	12	2333	2	yes	D
6438	14.5	yes	yes	10	4041	3	yes	D
6464	16.416666667	no	yes	8	10399	2	yes	SD
6487	21.416666667	no	yes	10	6928	4	yes	A
6502	15.5	no	yes	12	3650	1	yes	A
6512	22	no	yes	12	4011	0	no	D
6519	16.583333333	no	yes	10	6261	2	yes	SD
6520	15.083333333	yes	yes	12	4472	4	yes	SD
6521	20.166666667	yes	no	12	5900	8	yes	D
6522	16.166666667	no	yes	10	2887	6	yes	D
6523	18.833333333	no	no	9	720	4	no	SA
6524	18.166666667	yes	no	5	1414	5	yes	SD
6525	18.166666667	no	yes	11	2121	3	no	SD
6526	16.25	no	no	11	1980	3	no	A
6529	16.916666667	no	yes	11	5814	2	yes	A
6532	17.333333333	no	yes	8	3642	2	yes	SA
6533	17.5	no	yes	9	3878	4	no	SA
6534	15.083333333	yes	yes	9	3878	4	no	SA
6536	21.333333333	yes	no	9	3878	4	no	SA
6538	21.75	no	no	6	3619	2	yes	D
6539	20.666666667	no	no	12	5050	2	yes	SD
6540	20.416666667	no	yes	16	3375	1	no	SD
6541	20.833333333	no	no	13	3900	4	no	SD
6543	18.916666667	no	yes	14	100	3	no	SD
6545	17.583333333	no	no	7	2604	0	yes	SD
6548	16.416666667	no	yes	12	3533	3	yes	D
6549	18.75	yes	yes	12	3464	4	no	D
6552	18.416666667	no	yes	11	7769	3	yes	SA
6554	21.583333333	no	yes	7	3339	3	yes	D
6556	20.166666667	no	no	16	3926	2	no	SD
6563	22	no	no	17	14707	2	yes	D
6564	21.5	no	no	12	3400	2	yes	SD
6565	21.25	no	yes	16	14707	4	no	SD
6566	22	no	no	12	3500	3	no	D
6567	21.583333333	no	yes	13	14707	4	yes	SD
6568	21.333333333	no	no	16	14707	3	no	D
6571	21.416666667	no	yes	16	1400	3	yes	SD
6572	21.583333333	no	no	11	10399	4	yes	D
6578	19.166666667	yes	no	10	2571	6	no	D
6579	14.5	no	no	8	3000	1	yes	SD
6580	16	no	no	12	4080	8	yes	D
6586	15.5	no	yes	10	3960	8	yes	D
6590	18.25	no	no	8	1068	4	yes	D
6591	17.083333333	no	no	8	0	4	yes	SA
6592	15.333333333	yes	no	8	1068	4	no	SA
6609	19.166666667	no	no	12	2200	6	no	A
6610	19.333333333	no	no	8	1897	11	no	D
6611	18.166666667	no	no	8	1897	11	no	D
6612	16.916666667	no	no	8	1897	11	no	A
6613	14.333333333	no	yes	12	408	3	no	SD
6614	14.75	no	yes	12	5000	1	no	D
6615	18.583333333	no	yes	11	5148	2	no	D
6616	20.333333333	no	no	12	4688	2	no	D
6618	21.833333333	yes	no	10	3329	1	no	D
6619	15.333333333	yes	no	12	2466	2	no	SD
6621	19.5	yes	no	8	3386	6	yes	SA
6622	18.333333333	yes	no	7	3386	6	no	D
6627	21.166666667	no	yes	10	15127	1	no	SA
6628	21.083333333	yes	yes	12	2121	2	no	D
6629	18.166666667	yes	yes	9	6577	3	no	D
6630	16.166666667	yes	yes	12	3649	3	no	SD
6631	21.916666667	yes	no	12	6428	3	no	SD
6636	18.916666667	no	no	12	3578	2	no	SD
6637	14.666666667	no	yes	12	3578	2	no	SD
6638	21.833333333	no	yes	9	5000	5	no	SD
6639	20.916666667	no	no	0	2796	6	no	D
6641	19.583333333	no	no	9	10819	4	no	D
6664	16	yes	no	12	2036	0	no	A
6685	16.916666667	yes	no	12	1848	1	no	D
6686	16	yes	no	12	1848	1	no	D
6688	19.333333333	no	yes	12	8830	1	no	D
6692	16.166666667	no	no	12	4084	8	no	SD
6695	18.5	no	yes	9	4619	7	no	D
6699	20.75	yes	no	8	3600	3	no	SD
6714	15.25	yes	no	10	2726	3	no	SD
6766	20.083333333	no	yes	14	14707	3	no	SD
6767	19.166666667	no	yes	15	6700	4	no	SD
6822	18.333333333	no	yes	5	8491	1	no	SD
6830	14.416666667	no	no	5	6261	2	no	D
6831	16.666666667	no	yes	0	2887	1	no	SD
6874	18	no	no	0	3402	11	no	D
6916	21.833333333	yes	no	10	2506	2	no	SD
6917	20.333333333	no	yes	12	9899	11	no	D
6919	18.166666667	yes	yes	10	3915	4	no	SD
6920	16.583333333	yes	yes	11	3915	4	no	SD
6921	15.166666667	yes	yes	11	3915	4	no	SD
6923	17.5	yes	no	11	17889	2	yes	D
6925	17.916666667	no	no	12	3570	1	no	D
6929	21.333333333	no	no	7	14707	3	no	D
6936	16.583333333	no	no	13	3220	4	no	D
6937	15.083333333	no	no	13	3220	4	no	A
6943	20.25	yes	yes	12	11333	5	no	D
6944	16	yes	yes	12	10251	5	no	D
6945	17.583333333	yes	yes	12	11333	6	no	D
6956	19.5	yes	yes	10	15750	2	no	D
6963	16.833333333	yes	no	10	4977	5	no	D
6965	16	no	no	6	1519	6	no	D
6973	21.166666667	no	yes	12	3320	5	no	SD
6976	21.416666667	no	no	16	4480	3	no	SD
6977	21.25	no	no	12	1260	3	no	SD
6978	19.166666667	no	no	16	14707	3	no	SD
6979	20.666666667	no	no	14	2700	2	no	D
6980	22	no	yes	14	14707	2	no	SD
6981	20.916666667	yes	yes	10	3800	3	no	D
6982	20.666666667	no	no	8	6260	3	no	D
6983	20.666666667	no	yes	12	600	2	no	SD
6984	19.916666667	no	yes	12	850	1	no	SD
6985	19.666666667	no	yes	12	14707	5	no	D
6986	19.083333333	no	no	12	14707	3	no	SD
7006	19.583333333	no	no	10	2383	6	no	D
7012	21.083333333	no	yes	12	10399	3	no	SD
7015	20.416666667	yes	no	12	6577	7	no	D
7016	21.25	no	yes	12	8945	1	no	D
7017	21.166666667	no	yes	10	2714	1	no	SD
7019	21.166666667	no	no	12	5501	3	no	SD
7020	19.25	yes	no	9	2548	2	no	SD
7021	19.083333333	yes	yes	8	7354	9	no	D
7022	17.166666667	no	yes	8	5367	9	no	A
7024	16.083333333	yes	no	12	5657	4	no	SA
7028	15.5	no	yes	12	3024	4	no	SD
7030	15.583333333	yes	no	12	2835	5	no	SD
7031	14.583333333	yes	no	12	2835	5	no	SD
7032	17.416666667	no	no	12	3500	6	no	SD
7034	14.416666667	yes	no	9	5948	6	yes	D
7036	18.083333333	no	yes	12	5200	5	no	D
7038	14.833333333	no	no	12	5200	5	no	A
7039	16.75	no	yes	12	1755	0	no	SD
7040	17.75	yes	yes	12	5383	1	no	SD
7042	17.75	no	no	5	8083	5	yes	D
7045	21	yes	yes	12	14731	7	no	SD
7051	16.833333333	no	yes	9	3118	5	no	A
7052	15.333333333	yes	yes	9	3170	5	no	SD
7053	20.666666667	no	yes	9	6004	5	no	D
7055	16	no	yes	12	4025	2	no	D
7058	19.916666667	no	no	12	4536	5	no	SD
7098	20.416666667	yes	no	2	462	12	no	A
7111	14.75	yes	no	10	6004	3	yes	SD
7167	21.75	yes	no	12	2023	4	yes	A
7169	21.416666667	no	no	9	8491	6	yes	D
7202	20.916666667	no	no	8	8126	8	no	SD
7206	16.916666667	no	no	8	8126	8	no	SD
7233	20.083333333	no	yes	12	6577	3	no	D
7287	20.416666667	no	no	12	4800	2	no	SD
7288	19	no	no	12	10399	3	yes	A
7291	19.25	no	yes	12	4883	1	no	SA
7308	17.583333333	no	no	9	3039	4	no	SA
7310	19.25	no	no	8	3600	4	yes	D
7312	18.166666667	yes	yes	11	2800	3	no	SD
7327	18.416666667	yes	yes	12	4318	2	no	D
7328	15	no	yes	12	14434	0	no	D
7330	20.916666667	no	no	12	7354	3	no	SD
7331	21.333333333	yes	yes	13	3536	9	yes	SD
7338	21.25	no	no	14	3250	2	no	SD
7339	19.916666667	no	no	13	1952	4	no	SD
7341	19.666666667	yes	no	16	1638	9	no	SD
7344	20.75	no	no	12	2200	3	no	SD
7345	20	no	yes	12	3340	5	no	D
7346	20.083333333	yes	no	12	1700	8	no	D
7348	16.833333333	no	no	9	3724	8	no	D
7350	20.916666667	no	no	9	1074	8	no	D
7351	16.5	no	no	9	20412	3	no	D
7352	21	no	yes	7	2252	8	no	D
7355	15.083333333	no	no	12	1432	7	no	SD
7356	20.333333333	no	no	12	7652	3	no	SD
7357	22	no	no	12	3166	2	no	SD
7358	17.833333333	no	no	9	3674	6	no	A
7359	16.333333333	no	no	9	3674	6	yes	SA
7367	14.833333333	yes	yes	11	3750	1	no	SD
7374	14.416666667	yes	no	12	2147	3	yes	D
7375	20.25	yes	yes	17	8491	0	yes	D
7376	17.5	yes	yes	11	3002	3	yes	D
7407	20.833333333	no	no	12	10000	1	yes	D
7408	16.5	yes	yes	12	7354	3	yes	D
7409	21.583333333	no	yes	12	9900	3	no	SD
7414	19.916666667	no	no	12	4726	4	no	SD
7415	21.5	yes	yes	12	6108	2	no	D
7416	16.166666667	no	no	12	4500	1	no	D
7420	19.75	no	no	13	3578	4	no	SD
7450	16.583333333	yes	yes	12	8050	5	no	SD
7452	20.666666667	no	no	11	10399	0	yes	D
7453	21.583333333	no	no	12	10399	4	no	D
7529	16.416666667	yes	no	11	1118	3	no	SD
7530	15	yes	no	11	1118	3	yes	D
7532	19.25	no	yes	8	4703	5	yes	D
7536	19.333333333	no	no	18	3607	1	no	SD
7537	20.333333333	no	no	12	4596	3	no	D
7538	21.666666667	no	yes	12	5303	1	no	SD
7543	21.083333333	no	yes	9	4000	7	no	SD
7546	19.083333333	yes	no	11	849	2	no	SD
7605	19.166666667	no	no	16	1585	6	no	A
7607	14.833333333	yes	no	11	3277	7	no	A
7609	14.833333333	no	no	8	5992	2	no	SD
7632	16.916666667	yes	yes	12	3536	3	no	SD
7722	21.666666667	no	yes	12	1784	2	yes	SD
7729	20.083333333	no	no	12	7000	1	no	SD
7730	19.5	no	yes	12	14434	3	yes	D
7731	20.416666667	no	yes	12	2450	2	no	D
7734	15.416666667	yes	yes	9	2309	3	yes	SD
7735	18.916666667	yes	yes	19	9192	2	no	A
7736	21.416666667	no	yes	12	6000	1	yes	D
7738	18.416666667	no	yes	13	2960	4	yes	A
7739	16.75	no	yes	13	2960	4	yes	D
7740	15	yes	yes	13	2960	4	yes	D
7745	20.25	no	no	12	3700	1	no	SD
7746	21	no	no	12	3250	2	no	SD
7747	21	no	yes	15	5650	2	no	D
7751	21.166666667	no	no	12	10200	4	no	SD
7755	20.333333333	no	yes	12	14707	1	no	SA
7756	21	no	yes	18	4300	2	no	D
7757	19.583333333	no	no	16	6004	3	no	SD
7759	20.666666667	no	yes	12	2500	4	no	SD
7761	20.833333333	no	yes	16	12834	2	yes	D
7764	21.5	no	yes	13	3500	1	yes	SD
7765	21.166666667	no	yes	15	3805	2	no	D
7771	21.5	yes	yes	12	9600	1	no	D
7772	21.416666667	no	no	12	14707	2	no	SD
7775	19.416666667	yes	yes	12	16829	3	no	SD
7777	21.583333333	no	yes	15	2680	6	no	SD
7779	19.666666667	yes	no	8	1660	1	yes	SA
7781	15	yes	yes	9	6577	5	yes	D
7782	21.166666667	no	no	8	7354	6	yes	SA
7786	16.916666667	yes	yes	12	3909	1	yes	A
7821	18.833333333	yes	yes	8	12571	8	yes	SD
7877	19.75	yes	yes	12	2938	1	no	SD
7878	21.166666667	no	no	12	4000	1	no	A
7879	17	yes	yes	12	3593	4	no	SD
7888	19.916666667	no	no	12	2683	3	no	D
7890	16.5	no	no	12	2683	3	no	D
7892	20.75	no	no	11	7063	9	yes	A
7893	20.25	no	no	12	2100	4	yes	D
7894	20.916666667	no	no	12	10399	6	yes	A
7895	18.416666667	no	no	12	14707	9	yes	A
7898	18.666666667	no	yes	12	5774	3	no	A
7901	15.5	yes	no	12	3500	6	yes	D
7904	21.833333333	no	yes	13	3520	2	no	D
7905	17.416666667	no	no	12	434	5	yes	D
7911	20.75	yes	no	8	8491	4	no	D
7912	18.416666667	no	no	12	10399	9	no	SD
7914	20	yes	no	9	2838	7	yes	A
7915	19.583333333	no	no	11	3500	4	no	SD
7916	18.666666667	no	no	10	1710	4	no	D
7919	19.5	no	no	11	8573	6	no	A
7922	19.416666667	no	yes	12	3901	3	no	SD
8008	21.916666667	no	yes	14	14707	1	no	SD
8015	16.75	yes	yes	11	4082	9	no	D
8016	15.833333333	yes	yes	11	4082	9	no	D
8017	20.666666667	yes	yes	11	4082	4	no	SA
8018	19	yes	yes	11	8491	4	no	SD
8051	21.916666667	no	yes	12	1500	4	yes	A
8053	18.166666667	no	yes	12	5367	5	no	SD
8054	16.416666667	no	yes	12	5367	5	no	D
8056	14.583333333	no	yes	14	3667	6	yes	A
8065	21.75	no	yes	10	1809	10	no	A
8066	16.416666667	no	yes	10	1809	7	yes	A
8067	14.916666667	no	yes	10	1809	8	yes	D
8073	18	yes	yes	14	23094	2	no	D
8081	20.833333333	no	yes	14	6600	2	no	SD
8084	17.833333333	yes	yes	11	24749	1	no	A
8085	19.083333333	yes	no	10	5000	3	no	SD
8086	14.333333333	yes	yes	12	4243	1	no	SD
8092	19.666666667	no	no	16	16750	1	no	SD
8119	20.416666667	yes	yes	13	5500	3	no	D
8131	14.75	no	no	16	5307	3	no	D
8132	20.083333333	yes	no	16	9899	4	no	D
8137	21.916666667	no	no	9	9948	2	yes	D
8172	19.583333333	yes	yes	12	2725	1	yes	D
8196	21.583333333	yes	no	10	500	11	no	SD
8220	17.833333333	no	no	12	14707	4	no	SD
8221	19.833333333	yes	yes	8	14707	7	no	D
8222	20.75	no	no	16	4000	7	no	D
8308	14.666666667	yes	yes	8	3282	4	no	D
8310	20.75	no	yes	12	630	3	no	D
8311	20.416666667	yes	no	12	6200	3	no	D
8312	20.75	yes	yes	10	6577	2	yes	SD
8313	21.916666667	yes	no	12	10399	3	no	SD
8324	20.166666667	no	yes	8	2995	8	no	A
8325	19.166666667	yes	no	12	27026	2	yes	D
8335	19.583333333	no	yes	12	3300	4	yes	D
8338	20.583333333	no	no	12	7020	3	no	SD
8362	18.5	no	no	13	5650	2	no	D
8363	19.083333333	no	yes	12	6100	0	no	SD
8366	14.583333333	yes	no	12	1830	3	yes	SD
8371	20.25	no	no	10	6316	3	no	D
8372	15.416666667	no	yes	12	10500	2	no	SD
8373	20.333333333	no	yes	12	10399	3	yes	D
8418	16.583333333	no	no	8	3488	2	yes	D
8419	14.333333333	no	no	11	3488	2	yes	D
8424	15.083333333	no	no	6	1850	1	yes	A
8425	17.25	no	no	12	7354	5	yes	D
8429	21.583333333	no	no	12	3727	1	yes	D
8437	14.833333333	yes	yes	8	3639	6	yes	D
8445	20.083333333	no	yes	12	7354	3	yes	D
8446	16.333333333	no	no	12	6577	3	no	D
8449	14.333333333	yes	no	8	8050	2	yes	SD
8451	15	no	no	8	7354	1	yes	SD
8452	17.166666667	yes	yes	8	3578	7	yes	SD
8455	20.5	no	yes	12	10399	2	yes	D
8457	16	no	yes	12	8491	2	yes	A
8460	21	no	no	10	3300	6	yes	D
8464	14.5	no	yes	8	8491	0	yes	D
8467	18.833333333	yes	no	12	10399	1	yes	D
8471	19.833333333	no	yes	12	7354	2	yes	D
8491	21.416666667	yes	no	5	4900	2	yes	D
8519	19.5	yes	yes	10	1256	5	yes	D
8522	20.5	yes	yes	9	1000	5	no	SD
8528	19.083333333	yes	no	7	1801	5	yes	D
8529	16.333333333	yes	yes	10	2236	3	no	D
8530	15.083333333	yes	yes	10	2236	3	yes	SD
8531	21.833333333	yes	yes	12	8491	6	yes	D
8533	19.583333333	no	no	12	7354	3	yes	SD
8542	16.333333333	no	no	9	10399	5	yes	D
8546	19.583333333	no	yes	11	3100	1	yes	D
8554	16.25	yes	yes	9	8491	5	yes	SD
8562	21.416666667	no	no	8	10000	2	yes	D
8566	21.083333333	no	yes	10	6004	3	yes	SD
8571	18.083333333	no	yes	2	1937	7	yes	D
8572	15.916666667	no	yes	2	1937	7	yes	SD
8590	15.75	no	yes	2	7354	4	yes	D
8593	17.833333333	no	no	8	2121	9	yes	D
8610	17.833333333	no	yes	9	7354	1	no	D
8635	21.916666667	no	no	12	7071	2	no	D
8637	20.833333333	yes	no	12	144	0	yes	D
8674	22	yes	yes	10	3811	7	yes	SD
8700	20.083333333	no	yes	12	3871	2	no	D
8701	21.5	no	no	12	3200	4	no	SD
8703	21.416666667	no	no	8	4130	7	no	D
8707	19.75	no	no	12	6420	6	no	D
8715	21.166666667	no	yes	12	5796	6	no	SD
8716	20	no	yes	12	14707	3	no	D
8717	19.916666667	no	no	12	2592	3	no	D
8718	18.583333333	no	no	12	2410	3	no	D
8719	20.416666667	no	no	12	2000	5	no	SD
8720	20.416666667	no	yes	12	14707	4	no	SD
8721	18.5	yes	no	11	14707	6	no	SD
8728	21.583333333	no	yes	12	14707	4	no	D
8729	17.5	yes	yes	9	3111	7	yes	D
8731	19	no	yes	5	2796	4	yes	A
8733	18.583333333	no	yes	7	3299	4	no	D
8734	14.75	yes	yes	12	3753	1	no	A
8736	17	no	no	10	2798	5	yes	SA
8739	22	no	yes	12	3718	9	no	A
8742	19.166666667	no	yes	12	2060	5	no	SD
8744	14.833333333	yes	no	8	1795	2	yes	D
8747	21.25	no	yes	13	6016	2	no	D
8748	18.75	yes	no	15	2887	1	no	SD
8750	15.833333333	yes	yes	15	1633	4	yes	D
8752	20.5	no	no	12	8348	9	no	A
8753	19	no	no	12	8348	9	no	A
8756	15.583333333	no	no	12	8348	9	no	D
8757	18.333333333	yes	no	8	1537	6	yes	D
8760	19.083333333	yes	no	12	3544	5	no	D
8762	18.75	yes	yes	11	7354	6	yes	D
8763	19.25	yes	no	11	2425	10	yes	SD
8764	16.833333333	yes	no	11	4427	10	yes	SD
8766	14.666666667	yes	no	10	4427	10	yes	SA
8770	19.333333333	no	no	7	5139	4	yes	D
8772	18.75	no	no	8	2158	9	no	D
8773	18.833333333	yes	yes	10	4997	4	yes	SD
8777	19.666666667	yes	yes	9	1992	5	no	SD
8779	18.916666667	no	yes	11	1318	2	no	D
8780	16.333333333	yes	yes	11	2078	12	no	SD
8782	21.333333333	no	yes	12	5335	7	yes	D
8783	18.5	yes	yes	8	4243	0	no	D
8788	18.416666667	yes	yes	12	14707	2	no	D
8795	21.583333333	yes	yes	8	3536	3	yes	D
8797	18.583333333	no	no	11	2041	3	no	D
8798	17.416666667	no	no	11	2041	3	no	D
8799	16	no	no	11	2041	3	no	SD
8800	21.416666667	yes	no	8	3114	7	no	D
8801	20.333333333	yes	yes	12	8491	3	no	SD
8802	16.166666667	yes	no	11	4536	3	no	D
8804	18.583333333	no	yes	8	2714	3	no	D
8807	18.833333333	no	yes	13	4040	2	no	SA
8809	15	no	no	12	3000	1	no	A
8816	19.5	no	yes	11	4000	1	no	D
8819	15.666666667	yes	yes	8	6577	2	no	D
8821	21.833333333	no	yes	18	23094	2	no	SD
8825	21.416666667	no	yes	12	310	2	no	SD
8826	20	no	yes	10	1800	3	no	SD
8827	21	no	no	12	0	3	no	SD
8828	22	no	yes	12	2100	1	no	D
8829	20.5	no	yes	12	2110	3	no	SD
8830	19.333333333	no	yes	14	2900	4	no	D
8831	21.5	no	no	12	4000	1	no	A
8833	17.333333333	yes	no	9	7354	4	no	SD
8839	21.75	no	no	9	8491	5	no	A
8841	21.416666667	no	yes	12	3025	2	no	SD
8845	18.916666667	no	yes	12	3900	2	no	SD
8847	17.083333333	no	no	13	8491	3	no	A
8848	20.833333333	no	no	14	2000	5	no	D
8849	17.583333333	yes	yes	9	1878	5	no	SD
8851	16.083333333	yes	no	7	1536	9	no	SD
8874	21.75	no	no	12	4472	2	no	SD
8921	19.5	no	no	16	7000	2	no	SD
9000	15.666666667	yes	no	11	3000	2	yes	SD
9004	14.166666667	no	yes	11	2051	4	yes	SA
9007	19.5	yes	no	12	4950	5	yes	SD
9025	19.083333333	yes	no	6	4361	2	yes	D
9041	16.583333333	yes	no	11	2626	2	no	D
9084	16	yes	no	11	7354	3	yes	SD
9086	19.5	no	no	12	8491	3	yes	D
9087	21.75	no	no	12	10399	3	no	SD
9103	18	no	no	9	10399	2	yes	D
9104	17.333333333	yes	no	9	9238	3	yes	D
9118	19.083333333	no	yes	12	8050	4	yes	SD
9119	20.166666667	yes	yes	12	4619	1	yes	D
9122	19	yes	no	10	10399	3	yes	SD
9124	19.75	no	no	10	2368	14	yes	D
9126	15.166666667	no	no	9	3062	3	no	D
9127	14.333333333	no	no	11	1897	10	no	D
9129	20.416666667	no	no	4	3184	3	yes	D
9133	14.75	no	yes	6	1470	5	yes	D
9135	14.416666667	yes	no	12	9334	4	yes	SD
9138	17.75	no	no	5	2449	10	yes	D
9139	22	yes	no	5	7713	1	yes	D
9141	16.416666667	yes	yes	9	3300	5	yes	D
9142	21.583333333	yes	yes	9	3300	5	yes	SD
9143	19.666666667	no	no	11	9578	0	yes	SA
9145	18.333333333	yes	no	8	5559	3	yes	D
9146	21	no	no	12	1020	6	no	SD
9148	20.083333333	no	yes	16	10399	2	no	D
9150	21.333333333	no	yes	14	4000	1	no	SD
9151	21.666666667	no	yes	11	4317	3	no	SD
9152	20.416666667	no	no	13	10286	2	no	SD
9153	21.75	no	no	13	15000	2	no	D
9159	16.333333333	no	no	8	2622	6	yes	D
9164	15.583333333	no	no	12	7600	6	yes	A
9167	16.083333333	no	no	8	2498	10	yes	D
9168	14.75	no	no	8	2498	10	yes	D
9171	19.916666667	no	yes	14	6928	3	yes	D
9172	17.333333333	no	no	12	4022	3	no	A
9173	14.75	no	no	12	4022	3	no	SD
9178	20.5	no	no	5	3084	4	yes	D
9185	18.25	no	no	9	4041	8	yes	D
9208	20.583333333	yes	yes	12	4907	2	no	SD
9227	15.166666667	yes	no	12	2296	5	no	D
9228	17.5	no	no	12	2317	5	no	D
9231	15.583333333	yes	yes	11	1340	2	no	D
9236	16.75	yes	yes	8	5280	2	no	SD
9238	21.416666667	no	no	6	5200	5	no	D
9239	20	no	yes	12	5200	5	no	D
9240	16.583333333	no	yes	10	5200	5	no	D
9243	19.75	no	yes	12	3575	3	no	D
9244	20.25	yes	yes	12	10399	9	no	SD
9246	15.666666667	no	no	0	4902	6	no	SD
9248	17.666666667	yes	no	11	1356	2	no	SD
9249	16.833333333	no	no	4	5144	7	no	A
9252	18.833333333	yes	no	7	2164	7	no	D
9330	20.583333333	yes	no	10	2000	5	no	SD
9351	20.916666667	yes	no	14	4348	1	no	D
9353	16.416666667	no	no	8	5559	9	no	D
9356	15.833333333	no	no	11	0	2	no	SD
9378	14.416666667	yes	no	11	2236	3	no	SD
9403	21.75	yes	no	10	10399	3	no	SD
9406	15.25	no	no	9	1890	6	no	A
9408	18.166666667	yes	yes	12	1284	0	no	D
9409	14.916666667	no	no	11	72	4	no	D
9415	14.25	yes	no	12	17321	3	no	D
9428	16.333333333	no	no	10	5559	6	no	D
9429	15.333333333	no	no	10	5559	6	no	SD
9430	14.25	no	no	10	5559	6	no	SD
9432	20	no	yes	10	10399	6	no	D
9452	21.333333333	no	yes	12	3020	2	no	SD
9454	20.5	no	yes	12	4109	3	no	A
9455	21.166666667	no	yes	12	3400	3	no	SD
9456	20.666666667	no	yes	16	2600	3	no	SD
9457	21.75	no	no	16	1501	3	no	SD
9458	22	no	yes	12	2045	2	no	D
9459	19.166666667	no	no	12	1220	3	no	D
9460	21	yes	yes	12	2204	1	no	D
9461	21.25	no	no	12	3000	6	no	SD
9462	20.833333333	no	yes	17	486	2	no	SD
9463	20.583333333	no	yes	13	2310	3	no	SD
9464	21.083333333	no	yes	17	2600	5	no	D
9465	21.333333333	no	no	12	1895	4	no	D
9466	20.416666667	no	yes	14	5900	2	no	SD
9469	21.166666667	no	no	12	2278	6	no	SD
9473	21	no	yes	12	2665	4	no	SD
9476	16.916666667	yes	no	6	261	8	no	A
9477	15.083333333	yes	no	6	2397	8	no	SD
9479	16.416666667	no	no	10	2710	3	no	D
9480	14.25	no	no	10	2710	4	no	D
9481	19.833333333	no	yes	12	10399	7	no	SD
9482	21.416666667	no	no	12	7354	7	no	D
9488	18.25	no	yes	13	13500	3	no	SD
9489	14.916666667	no	no	11	4536	4	yes	D
9490	19	no	no	12	10399	3	no	SD
9492	18	yes	no	12	3674	5	no	D
9495	20.333333333	no	no	12	3903	2	no	SD
9497	17.583333333	no	no	6	2268	4	no	D
9498	21.5	yes	yes	9	10399	4	no	SA
9499	21.25	no	yes	12	3140	4	no	A
9500	20.25	no	no	8	14707	8	yes	SD
9501	19.333333333	yes	no	11	1200	3	no	A
9507	20.166666667	no	yes	12	9843	5	no	D
9510	17.083333333	no	yes	10	4025	5	yes	D
9515	21.333333333	yes	no	8	2206	4	no	A
9525	17.25	no	yes	12	4041	3	no	SD
9526	21.583333333	no	no	8	5244	3	no	SD
9527	17.75	yes	no	8	5244	3	no	D
9562	21.916666667	no	no	8	6500	2	no	D
9563	21.583333333	no	no	12	5800	4	no	SD
9564	21.833333333	no	yes	12	10200	3	yes	SD
9566	21.833333333	no	no	12	3100	2	no	D
9590	22	yes	yes	12	3117	5	no	SD
9591	20.416666667	no	yes	10	1700	6	no	SD
9592	19.666666667	no	no	14	14707	1	no	SD
9593	20.333333333	no	no	12	14707	3	no	SD
9594	19.583333333	no	yes	16	3600	2	no	D
9595	21.5	no	yes	10	1500	2	yes	D
9596	19.916666667	no	no	13	2834	3	no	D
9597	19.333333333	no	yes	16	2948	4	no	D
9602	15.166666667	no	no	9	3157	3	yes	A
9604	18.5	no	no	9	7354	8	no	D
9608	21.166666667	no	no	12	1920	3	no	A
9610	16.083333333	no	no	12	755	1	no	D
9611	21.916666667	yes	no	11	2914	6	no	D
9614	17.75	yes	no	6	3644	7	no	SA
