age	region	kids04	kids59	hoursWorked	education	familyIncome
686	46	BC	No	No	1434	14	44497
688	38	Prairies	No	No	1929	14.5	30248
689	34	Ontario	No	No	2086	10	13354
690	52	Atlantic	No	No	0	12	11110
691	36	Prairies	No	No	2086	12.5	20828
692	65	Prairies	No	No	0	10	10360
693	24	Atlantic	Yes	No	790	16.4	28962
694	28	Quebec	Yes	No	0	11.5	14852
696	58	Quebec	No	No	0	7	33120
698	28	BC	Yes	No	333	18	37819
699	54	BC	No	No	0	10	47399
700	58	Prairies	No	No	313	8	5795
701	61	Ontario	No	No	1841	12	14170
702	34	Atlantic	Yes	No	1043	9.5	25543
703	27	BC	No	No	1564	16.7	0
704	44	Prairies	No	No	209	14	11221
705	47	Atlantic	Yes	No	1625	9	57569
706	43	Atlantic	No	No	1564	14.3	41955
708	56	Ontario	No	No	0	9	29419
710	27	Prairies	Yes	No	1125	15	20770
711	35	Ontario	Yes	No	0	14	43065
712	44	Ontario	No	No	1564	12.5	49063
713	46	Atlantic	No	No	2086	11	25753
714	45	Prairies	No	No	0	12	60315
715	63	BC	No	No	1043	12	24299
716	59	Atlantic	No	No	1304	10	16443
717	32	Atlantic	No	No	1369	18.5	36345
718	43	Prairies	No	No	1105	19.5	36506
719	24	Ontario	Yes	Yes	0	8	33122
720	57	Atlantic	No	No	956	8.5	19320
721	39	Ontario	No	Yes	565	11	33206
722	38	Quebec	No	No	1242	10	34268
723	27	Prairies	Yes	No	1011	17	57978
724	31	Quebec	Yes	No	461	19	27042
726	24	Prairies	No	Yes	44	9	43923
727	38	Ontario	No	Yes	1043	16	2416
728	48	Atlantic	No	No	0	11	69317
729	39	Atlantic	No	No	143	8	19358
730	50	Atlantic	No	No	1304	13	53181
731	54	Ontario	No	No	731	14	41411
732	48	Ontario	No	No	0	13.5	199898
733	32	Ontario	Yes	Yes	1665	13	36716
734	45	Prairies	No	No	3650	20	35689
735	30	Atlantic	Yes	No	0	12	45502
736	51	Prairies	No	No	1064	12.3	43909
737	52	Quebec	No	No	3129	10	14381
738	43	Ontario	No	No	521	13	33075
739	29	Prairies	Yes	Yes	96	12	506
740	54	Ontario	No	No	1760	10	44664
741	62	BC	No	No	0	14	66948
742	50	Quebec	No	No	1955	12.5	47107
743	43	Prairies	No	No	2086	11	56081
744	32	Ontario	No	Yes	1478	14	55633
746	46	Prairies	No	No	2086	10	35861
747	39	BC	No	Yes	313	12	25122
748	54	Atlantic	No	No	2086	13	29099
749	47	Prairies	No	No	62	8	64793
750	50	Ontario	No	No	1981	12	35836
751	37	Ontario	No	No	1564	13	51275
752	29	Prairies	No	No	1369	12.5	15401
753	57	Atlantic	No	No	2086	10	58256
754	49	Atlantic	No	No	670	14	34520
755	29	Quebec	No	No	829	19.5	20428
756	59	Ontario	No	No	0	12	41048
757	29	Atlantic	Yes	No	0	15	25303
758	52	Prairies	No	No	1981	16.1	55249
759	47	Atlantic	No	No	383	18	37148
760	22	Prairies	Yes	No	0	10	18934
761	35	Atlantic	No	Yes	1356	16	30469
762	64	Prairies	No	No	0	15	1365
763	47	Ontario	No	No	0	13	49878
764	25	Prairies	Yes	No	2086	13.5	47185
765	33	Prairies	No	Yes	0	10	43548
767	58	Quebec	No	No	0	17	34944
768	29	Ontario	Yes	No	1074	14.1	40245
769	53	Ontario	No	No	313	10	22749
770	41	BC	No	No	1741	12	31532
771	57	Prairies	No	No	0	12	18012
772	37	Atlantic	No	No	1827	15.1	32390
773	43	Atlantic	No	No	352	11.6	48515
774	39	Atlantic	No	Yes	837	17	67087
775	34	Prairies	Yes	No	730	16	20327
776	64	Ontario	No	No	1955	13	59928
777	53	Ontario	No	No	156	12.5	87156
778	26	Prairies	No	No	1901	12.5	17142
779	47	Ontario	No	No	1408	13	36714
780	35	Atlantic	No	No	1304	12.5	22425
781	62	Ontario	No	No	2346	13	25424
782	27	Prairies	Yes	Yes	55	12.5	28442
783	27	Ontario	No	No	2086	9.5	69074
784	35	Quebec	No	Yes	2034	11	38545
785	28	Prairies	No	No	2086	12	30758
786	26	Prairies	Yes	No	11	14	32902
788	31	Atlantic	Yes	Yes	0	11.5	31418
789	44	Atlantic	No	No	1304	12	48388
790	61	Ontario	No	No	0	11	25669
791	46	Quebec	No	Yes	521	13	16545
792	37	Ontario	No	Yes	1147	10.5	8249
793	43	Atlantic	No	No	0	11	21663
794	54	Prairies	No	No	2086	11	28949
795	31	Quebec	Yes	No	644	19	37188
796	35	Quebec	Yes	Yes	1955	12	33381
797	57	Ontario	No	No	1043	6	28263
798	46	Atlantic	No	No	875	16.5	22219
800	51	Atlantic	No	No	2346	12.6	37105
801	65	Prairies	No	No	0	15	17019
802	34	Atlantic	No	No	2086	16	26312
803	27	Atlantic	Yes	No	1877	16	20193
804	38	Ontario	No	No	2346	11	61940
805	54	Ontario	No	No	1097	13	13193
807	29	Quebec	Yes	Yes	1251	12	24397
808	27	Atlantic	Yes	Yes	124	17.2	27385
809	32	BC	Yes	No	1955	11	61677
810	44	BC	No	No	782	13	92541
811	41	Ontario	No	No	2086	18	32432
812	33	BC	Yes	Yes	1630	14	43806
813	29	Ontario	No	No	2190	16	20463
814	59	Atlantic	No	No	0	9	31340
815	36	Ontario	No	Yes	1877	15	35729
816	61	Ontario	No	No	1608	9	13666
817	40	Ontario	No	No	2086	13	49651
818	62	Prairies	No	No	1981	12	15516
819	57	Ontario	No	No	2086	9	13107
820	25	Atlantic	Yes	No	1519	16.6	46762
821	53	Ontario	No	No	1043	10.5	60940
822	54	Ontario	No	No	0	8	16749
823	64	BC	No	No	0	13	41433
824	55	Ontario	No	No	0	18	61979
825	35	Quebec	Yes	No	0	14	11362
826	40	Atlantic	No	No	2086	15	21551
827	34	Ontario	Yes	Yes	1043	11	30090
828	37	Atlantic	No	Yes	1955	12	29765
830	35	Atlantic	No	Yes	0	10	12786
831	41	Ontario	No	No	2864	19	88781
832	48	Ontario	No	No	1955	15	64250
833	25	Atlantic	No	No	1981	13	14833
834	57	Atlantic	No	No	0	17	77462
835	54	Ontario	No	No	1251	12	0
836	58	Quebec	No	No	0	10	14237
837	57	Atlantic	No	No	0	10	24737
838	63	Ontario	No	No	0	16	181447
839	34	Ontario	Yes	Yes	782	12	38755
840	51	Ontario	No	No	2086	12.5	18245
841	30	Prairies	Yes	No	939	13	40395
842	57	Ontario	No	No	1916	9	28291
843	64	Ontario	No	No	0	5	10215
844	34	Quebec	Yes	Yes	1486	15	1938
845	23	Prairies	Yes	No	1102	13	19132
846	48	Atlantic	No	No	0	12	78615
847	38	Atlantic	No	Yes	2086	12	22730
849	42	BC	Yes	No	1304	14	56515
850	56	Ontario	No	No	1343	13	34471
851	51	Atlantic	No	No	2086	9	19763
852	39	Atlantic	No	No	0	6	28351
853	37	Ontario	No	No	2086	14.8	28434
855	29	Ontario	No	No	926	12	33664
856	48	Atlantic	No	No	0	9	21837
857	49	Quebec	No	No	1564	9	16769
858	49	Ontario	Yes	No	0	10	14910
859	36	Prairies	No	No	1552	15.3	27052
860	33	Atlantic	No	Yes	1727	12	49585
861	41	Atlantic	No	No	530	9.5	10702
862	34	Ontario	Yes	No	0	12	25522
864	27	Prairies	Yes	Yes	1055	10	23727
865	56	Ontario	No	No	782	19	54512
866	45	Ontario	No	No	2086	12	45080
867	29	Atlantic	Yes	Yes	0	10	27456
868	55	Atlantic	No	No	243	12	58335
869	37	Quebec	No	Yes	0	10	28610
870	61	Quebec	No	No	0	9	13115
871	43	Quebec	No	No	0	13.2	39519
872	65	Ontario	No	No	0	8	34852
873	30	Prairies	Yes	Yes	0	15	25879
874	52	Prairies	No	No	0	7	22634
875	45	Ontario	No	No	1955	10.5	46831
876	62	Atlantic	No	No	0	10	26889
877	38	Atlantic	No	Yes	0	9.5	19779
879	32	Prairies	Yes	No	0	12.5	33999
880	45	Quebec	No	No	2019	14.5	109094
881	39	Atlantic	No	No	1955	14	38499
882	46	Atlantic	No	No	1662	10	20444
883	45	Atlantic	No	No	1955	10.5	27639
884	54	BC	No	No	3129	13	17094
885	36	Atlantic	No	No	0	11	26527
886	56	Atlantic	No	No	2086	12	8703
887	55	Prairies	No	No	0	8	39651
888	32	Quebec	Yes	No	1251	12	20482
889	48	Atlantic	No	No	521	7.5	43576
890	27	Prairies	Yes	Yes	0	11	27442
891	37	Quebec	No	No	0	11	50042
892	61	Ontario	No	No	874	12	54941
893	49	Quebec	No	No	0	10	31836
894	26	Ontario	Yes	No	0	11	11791
895	32	Prairies	Yes	Yes	3174	14	8951
896	56	BC	No	No	1825	10	20591
897	41	Ontario	No	Yes	1043	15.5	99187
899	28	Atlantic	Yes	No	766	14	16516
900	33	Prairies	No	Yes	1825	12	23184
901	48	Quebec	No	No	0	10	35495
902	38	Ontario	No	No	1721	17	30393
904	30	Prairies	Yes	Yes	1981	12	33535
905	65	Ontario	No	No	0	8	33874
906	61	Quebec	No	No	0	11	23271
907	29	Prairies	Yes	Yes	0	10	15174
908	62	BC	No	No	0	17	27486
909	59	Quebec	No	No	0	11	13548
910	38	Ontario	No	No	742	12.7	29583
911	56	Ontario	No	No	1955	16	55611
912	60	Quebec	No	No	0	10	11846
913	48	Atlantic	No	No	0	12.5	46833
914	45	Prairies	No	No	576	11	13266
915	32	Atlantic	Yes	Yes	1043	12	34787
916	54	Quebec	No	No	254	4	17200
917	56	Prairies	No	No	0	15	26117
918	46	Quebec	No	No	0	7	19176
919	36	BC	No	No	1378	14	38835
920	50	Atlantic	No	No	1955	11.5	33480
921	25	Prairies	No	No	1981	12.5	36741
922	54	Atlantic	No	No	0	11	34408
923	56	Ontario	No	No	1981	12	31036
924	45	Prairies	No	No	1695	16	32030
925	36	BC	No	No	1955	12	29660
926	33	Quebec	No	Yes	1620	10	21338
927	59	Atlantic	No	No	1043	10	25163
928	52	Prairies	No	Yes	1043	14	48467
929	40	Ontario	Yes	Yes	1825	12	19296
930	53	Ontario	No	No	2007	10	18724
931	65	Atlantic	No	No	0	11	17796
932	25	Prairies	Yes	No	0	13	27362
934	39	Prairies	No	Yes	1460	12	33194
935	38	Atlantic	No	No	0	12	42126
936	45	Atlantic	No	No	1955	14.5	40421
937	31	Quebec	Yes	No	0	16	32753
938	60	Atlantic	No	No	0	8	23220
940	53	BC	No	No	0	16	57773
941	64	Ontario	No	No	0	15	23498
942	33	Quebec	No	Yes	0	11	22379
943	34	Atlantic	Yes	Yes	0	16	26542
944	42	Atlantic	No	No	0	4.3	15298
945	23	Quebec	No	No	287	9	14742
946	47	Prairies	No	No	225	12.5	48980
947	34	Ontario	Yes	Yes	1446	17.5	29300
948	42	Ontario	No	No	435	12	53787
949	64	Prairies	No	No	578	13	43913
950	55	BC	No	No	985	10	5212
951	46	Quebec	No	No	0	8	44271
952	30	Atlantic	No	Yes	1564	14	18841
953	51	Quebec	No	No	0	4	41720
954	48	Quebec	No	No	2607	16	22247
955	32	Prairies	Yes	Yes	439	12	40735
956	27	Prairies	Yes	No	1981	13	4652
957	50	Atlantic	No	No	1893	12	39740
958	46	Ontario	No	No	1408	14	30115
959	61	Quebec	No	No	0	9	28880
960	61	Prairies	No	No	0	15	25765
963	52	Ontario	No	No	0	12	74426
964	31	Ontario	Yes	No	1955	13.7	32483
965	48	Ontario	No	No	1745	13	61149
966	58	Quebec	No	No	0	9	16010
967	48	Ontario	No	No	2607	12.5	0
968	37	BC	No	No	1099	12.6	38318
970	43	BC	No	No	2086	12	28379
971	35	Atlantic	Yes	No	2086	18	23632
972	35	Ontario	No	No	0	12	15228
973	40	BC	No	Yes	700	12	46395
974	35	Atlantic	No	Yes	334	12	14309
975	45	Prairies	No	No	0	16	60153
976	35	BC	No	Yes	834	19	68275
977	22	Prairies	No	No	2190	16	9767
978	39	BC	No	No	0	12	3441
979	43	Prairies	No	No	3129	12	53493
980	49	Atlantic	No	No	1981	9	19204
981	35	Prairies	Yes	No	0	17	37851
982	47	Prairies	No	No	0	10	51138
983	36	Prairies	Yes	Yes	1134	12.9	25644
984	44	Prairies	No	No	0	8	26189
985	41	Atlantic	No	No	939	9	2484
986	44	Ontario	No	No	2086	10	56370
987	38	Prairies	Yes	Yes	1228	14	34325
988	36	BC	No	Yes	0	15	67453
989	46	Atlantic	No	No	2008	12	49377
990	39	Atlantic	No	Yes	1469	12	16842
991	56	BC	No	No	1304	13	10360
994	46	Atlantic	No	No	2086	15	26433
995	58	Ontario	No	No	0	6	12003
996	32	Ontario	No	Yes	1034	15.4	30407
997	62	Quebec	No	No	0	6	31266
998	53	Prairies	No	No	1565	9	23328
999	25	Prairies	Yes	No	265	14.3	31536
1000	38	Ontario	No	Yes	1738	15	35009
1001	56	Prairies	No	No	2086	10	27318
1002	32	Prairies	No	No	464	13.1	17549
1003	24	Prairies	No	No	808	17.5	18050
1004	53	Ontario	No	No	1825	11.5	39399
1005	32	Ontario	Yes	Yes	0	14	36338
1007	32	Atlantic	No	Yes	0	8	44345
1008	39	Atlantic	Yes	Yes	0	12	32353
1009	39	Quebec	No	No	0	14	24992
1010	40	Quebec	No	Yes	1825	13	51767
1011	46	Atlantic	No	No	2086	17.5	42701
1012	51	Atlantic	No	No	9	10	26762
1013	60	Ontario	No	No	0	10	19141
1014	31	Ontario	Yes	No	1356	13	40866
1015	47	Atlantic	No	No	652	9	31290
1016	53	Quebec	No	No	2086	11	49814
1017	47	Atlantic	No	Yes	0	10	14816
1018	34	Atlantic	No	Yes	182	8	26033
1019	39	Atlantic	No	No	1955	13	34154
1020	48	Prairies	No	No	1564	13	37445
1021	30	Prairies	Yes	Yes	0	12	48801
1022	36	Atlantic	No	Yes	433	10	46458
1023	49	BC	No	No	460	10	26735
1024	59	Quebec	No	No	0	11	45294
1025	25	Atlantic	No	No	0	13	37968
1026	40	Atlantic	Yes	No	0	9	14488
1027	63	Quebec	No	No	0	9	20435
1028	35	Quebec	No	No	2086	9	12224
1029	32	Atlantic	No	Yes	2346	11	25742
1030	47	Prairies	No	No	1825	13.8	46938
1032	40	BC	No	No	1199	12	39124
1033	39	Ontario	No	No	2216	11	30273
1034	27	Prairies	Yes	No	693	14	32792
1035	36	BC	No	Yes	1043	17	52478
1037	25	Atlantic	No	No	1304	12	17056
1038	57	Prairies	No	No	2086	9	15276
1039	34	Prairies	No	Yes	1825	12	17874
1040	44	Prairies	No	No	1564	12.5	9430
1041	53	BC	No	No	1981	12	37342
1043	62	Quebec	No	No	0	9	11457
1044	31	Quebec	Yes	No	1543	19.5	32156
1045	36	Atlantic	No	No	0	10	15819
1046	46	Ontario	No	No	1955	14.3	40880
1047	37	Prairies	No	Yes	522	18	49768
1048	52	Ontario	No	No	0	13	79408
1049	48	Atlantic	No	No	607	11	37213
1050	61	Prairies	No	No	1564	12	40017
1051	40	Ontario	No	Yes	1058	13	13263
1052	45	Prairies	No	No	2086	15	132579
1053	30	Ontario	Yes	No	732	15	41454
1054	43	Ontario	No	No	0	15	74308
1056	61	Quebec	No	No	0	15	74340
1057	65	Quebec	No	No	0	11	25004
1058	58	Ontario	No	No	0	14	18887
1059	51	Quebec	No	No	1877	14	28833
1060	44	Atlantic	No	No	1186	12	36396
1061	62	Ontario	No	No	0	11	16590
1062	32	Ontario	Yes	Yes	1571	11.5	39552
1063	38	Atlantic	No	No	1955	14	12302
1064	33	Atlantic	No	No	1625	12	21928
1065	30	Prairies	Yes	No	20	12	11649
1066	37	Prairies	No	No	2102	11	46104
1068	58	Quebec	No	No	0	12	9712
1069	26	Ontario	Yes	Yes	1564	10	0
1070	28	Prairies	Yes	No	1738	14	54118
1071	63	Ontario	No	No	0	7	29565
1072	37	Atlantic	No	No	926	13	22289
1073	41	Ontario	No	Yes	1825	14.5	47606
1074	62	Prairies	No	No	0	12.5	51276
1075	36	Atlantic	No	No	2086	11	10806
1076	48	Ontario	No	Yes	2086	16	41485
1077	59	Atlantic	No	No	2086	12	26297
1078	32	Quebec	No	Yes	1825	11	35456
1079	35	Prairies	No	No	1240	13	41247
1080	46	Atlantic	No	No	1825	16	8169
1081	31	Quebec	Yes	Yes	2086	10	23152
1082	28	Atlantic	Yes	Yes	490	12	29685
1083	49	Atlantic	No	No	2086	16	12106
1084	28	Atlantic	Yes	Yes	0	13	21470
1085	62	Prairies	No	No	0	12	19783
1086	26	Ontario	No	No	1408	17	34512
1087	32	Ontario	Yes	No	1669	15	45945
1088	48	Ontario	No	Yes	0	12	47470
1089	53	Ontario	No	No	0	12	65491
1090	44	BC	No	No	1825	13.1	39427
1091	39	Ontario	No	Yes	2086	16	36447
1092	50	Atlantic	No	No	1955	11.5	42887
1093	54	Quebec	No	No	1304	9	23394
1094	39	Ontario	Yes	No	1859	12	13427
1095	39	Atlantic	Yes	Yes	1147	12.5	32452
1096	47	Prairies	No	No	0	12.5	52251
1097	36	Prairies	No	No	2086	12	11327
1098	41	Quebec	No	No	1564	18	50868
1099	52	Quebec	No	No	0	15	46885
1100	36	Quebec	No	Yes	1564	12	24990
1101	37	Prairies	No	Yes	1971	12	34526
1102	58	BC	No	No	0	15	17460
1103	33	Atlantic	No	No	1981	19	7278
1104	32	Atlantic	No	Yes	0	17	24924
1105	43	Ontario	Yes	No	2151	20	49499
1106	24	Quebec	Yes	No	371	14.1	15383
1107	43	Prairies	No	No	1597	12	15062
1109	34	Quebec	No	Yes	0	14	35676
1110	57	Atlantic	No	No	1564	13	13529
1111	49	Prairies	No	No	86	15	35932
1112	31	Atlantic	Yes	No	1955	11.5	13890
1113	46	Quebec	No	No	2868	11	16849
1114	56	Atlantic	No	No	0	11	19941
1115	46	Atlantic	No	No	2208	16.6	83088
1117	60	Ontario	No	No	0	8	14224
1118	44	Atlantic	No	Yes	1825	20	26863
1119	30	Quebec	Yes	Yes	0	15	35255
1120	28	BC	Yes	Yes	539	13	35246
1121	51	Ontario	No	No	0	12	52423
1123	38	BC	No	No	2086	12.5	17068
1124	25	Atlantic	Yes	Yes	1043	12	13751
1126	42	Atlantic	Yes	Yes	910	16	38616
1127	42	Quebec	No	No	1147	14	23333
1128	61	Ontario	No	No	0	8	27876
1129	51	Ontario	No	No	1564	10	8115
1130	63	Quebec	No	No	0	13	74959
1131	46	Prairies	No	No	2086	19.5	16176
1132	28	Atlantic	Yes	No	1521	19	28209
1134	25	Atlantic	Yes	No	2346	12.5	38060
1136	41	Atlantic	No	No	0	14	60784
1137	40	Prairies	Yes	Yes	0	8	9034
1138	31	Ontario	Yes	No	691	13	0
1140	46	Ontario	No	No	3233	14.5	21512
1141	48	Quebec	No	No	34	9	3553
1142	30	Ontario	Yes	Yes	1321	15	33719
1143	65	Atlantic	No	No	0	7	23967
1144	34	Prairies	No	No	504	12.5	23824
1145	63	Ontario	No	No	0	14	15171
1146	29	Prairies	Yes	No	2601	17	15269
1147	38	Prairies	Yes	Yes	0	14	52856
1148	60	Prairies	No	No	0	11.5	398
1149	32	BC	Yes	No	939	16.5	64934
1150	34	Ontario	Yes	Yes	782	13	17524
1151	57	Prairies	No	No	1251	8	17352
1152	46	Ontario	No	No	0	8	15350
1153	59	Quebec	No	No	0	4	24766
1154	41	Quebec	No	No	1043	9	23031
1155	30	Ontario	No	Yes	0	14.2	50836
1156	32	Quebec	Yes	Yes	69	12	28824
1158	37	Ontario	No	Yes	1981	12.7	19550
1159	46	BC	Yes	No	1408	20	18688
1160	55	Atlantic	No	No	1825	15	30705
1161	35	Ontario	No	No	2667	10.1	26476
1162	46	Atlantic	No	No	782	12	32428
1163	51	Ontario	No	No	1147	11	29864
1164	46	Prairies	No	No	1955	9.5	75006
1166	31	Atlantic	Yes	Yes	516	10	46485
1167	31	Prairies	Yes	Yes	0	13	22933
1168	27	Prairies	Yes	No	0	16	12449
1169	58	Quebec	No	No	2503	9	1873
1171	47	Ontario	No	No	626	20	159384
1173	51	Quebec	No	No	2086	18	14840
1174	39	Atlantic	No	No	1929	10	18181
1175	38	Ontario	Yes	No	380	14	63901
1177	29	Ontario	Yes	No	678	12.5	23450
1178	58	Prairies	No	No	1564	6	7513
1179	26	Prairies	No	No	1955	12	33986
1180	60	Atlantic	No	No	0	4	12757
1181	56	Quebec	No	No	0	9	19622
1183	62	Quebec	No	No	0	6	14006
1185	55	Atlantic	No	No	0	8	19698
1186	51	Ontario	No	No	1955	14	32152
1187	38	Ontario	No	No	782	13	39658
1188	41	Atlantic	No	No	0	12	29559
1189	28	BC	Yes	No	2086	13.3	14454
1190	62	Ontario	No	No	0	12	12177
1191	30	Ontario	Yes	No	1673	17	31899
1192	52	Ontario	No	No	2086	14	35947
1193	40	Ontario	No	No	2086	17.4	28018
1196	43	Quebec	No	No	0	6	28481
1197	55	Ontario	No	No	1955	16	54403
1198	55	Quebec	No	No	0	14.5	81735
1199	23	Ontario	No	No	2148	16.3	27154
1200	40	Quebec	No	No	1825	12	15106
1201	56	Ontario	No	No	1825	11	17323
1202	36	Prairies	No	No	1251	14	27657
1203	49	Quebec	No	No	1012	12	0
1204	54	BC	No	No	1955	10	20946
1205	49	Quebec	No	No	1825	18	39420
1206	27	Quebec	Yes	No	1460	18	27267
1207	54	Prairies	No	No	0	11	0
1208	54	Ontario	No	No	0	16	42377
1209	48	Atlantic	No	No	695	8	13311
1210	28	Prairies	Yes	No	42	14	29380
1211	51	Ontario	No	No	0	10	13302
1212	32	Prairies	Yes	Yes	0	14	25658
1213	42	Ontario	No	No	1564	14	24376
1214	62	Quebec	No	No	626	9	19869
1215	34	Prairies	Yes	Yes	1369	12.5	28343
1216	58	Ontario	No	No	2086	12.5	14787
1217	50	BC	No	No	0	13.3	36031
1218	24	Ontario	No	No	2411	14.5	18704
1219	64	Prairies	No	No	0	11	10292
1220	50	Quebec	No	No	0	9	12444
1221	37	Prairies	No	No	2086	13.2	34521
1222	62	Prairies	No	No	0	8.5	16470
1223	36	Quebec	Yes	No	0	12	41747
1224	56	Quebec	No	No	0	9	36804
1225	62	BC	No	No	313	15	7139
1226	36	Ontario	No	Yes	1955	13	31255
1227	42	Quebec	No	No	2086	12	23537
1228	34	Atlantic	No	No	1825	16	41986
1230	38	Quebec	No	Yes	0	10	24123
1232	23	Quebec	No	No	0	15	27647
1233	44	Prairies	No	No	0	10.5	65471
1234	49	Prairies	No	No	1825	11	63333
1235	30	Atlantic	No	No	1564	12	23755
1236	40	BC	No	No	0	17.8	29693
1237	51	Atlantic	No	No	1981	13.5	33665
1238	58	Atlantic	No	No	0	17	33773
1239	29	Ontario	Yes	No	0	15	26276
1240	50	Atlantic	No	No	2086	11.5	50666
1242	38	Atlantic	Yes	No	104	18	46918
1243	35	Atlantic	No	Yes	0	13	18070
1244	49	Ontario	No	No	759	12	18697
1245	60	Ontario	No	No	1043	10.5	17768
1246	33	Ontario	Yes	Yes	676	9	14783
1247	55	Ontario	No	No	0	14	29609
1248	45	Ontario	No	No	2711	11.5	40249
1249	57	Quebec	No	No	1324	14	47230
1250	37	Prairies	Yes	Yes	0	11	59854
1251	54	Quebec	No	No	0	11	13687
1252	52	Prairies	No	No	0	9.5	38090
1253	45	Ontario	No	No	1425	4	33763
1254	29	Quebec	Yes	No	1955	16	37255
1255	52	Atlantic	No	No	2086	15	7335
1257	63	Quebec	No	No	0	8	6152
1258	26	Ontario	No	Yes	2607	13	0
1260	30	Atlantic	Yes	No	435	10	28141
1261	56	Ontario	No	No	2034	10.5	6220
1262	37	Prairies	No	No	782	14	11765
1263	62	Quebec	No	No	0	6	24527
1264	64	Atlantic	No	No	0	11.5	59701
1265	55	Ontario	No	No	2086	11.2	32712
1266	45	Quebec	No	No	1548	14	38325
1267	33	Ontario	Yes	Yes	2086	15	30742
1268	64	Prairies	No	No	0	12	20254
1270	46	Ontario	No	No	1199	16.1	28581
1272	26	Ontario	Yes	No	1564	13	26399
1273	46	Prairies	No	No	1564	12	10442
1275	65	Quebec	No	No	0	6.5	13894
1276	36	Prairies	No	No	902	12	20233
1277	29	Prairies	No	Yes	1546	13	27645
1278	29	Quebec	No	Yes	2040	12	14126
1280	34	Prairies	No	Yes	2086	13	17482
1281	53	Atlantic	No	No	0	5	9663
1282	54	Atlantic	No	No	0	8	8667
1283	49	Quebec	No	No	1955	6	20994
1284	57	Ontario	No	No	1006	12	20877
1285	60	Atlantic	No	No	0	9	61578
1286	37	Atlantic	No	Yes	0	8	60017
1287	45	Atlantic	No	No	0	11	16877
1288	46	Ontario	No	No	1929	16	42366
1289	61	Atlantic	No	No	20	12.5	39012
1290	44	Prairies	No	Yes	1043	18.6	38399
1291	46	Ontario	No	No	0	9	19599
1292	32	Prairies	Yes	No	0	15	35112
1293	56	Quebec	No	No	0	9	24440
1294	45	Quebec	No	No	4171	5	27716
1295	40	Prairies	No	No	2086	14	24198
1296	41	Quebec	No	No	2122	11	23934
1297	58	Prairies	No	No	1825	10.5	19535
1299	56	Prairies	No	No	0	14	28015
1300	53	Ontario	No	No	626	12	13782
1301	53	Atlantic	No	No	1981	11	33518
1302	40	Prairies	No	No	2085	16	22426
1303	64	Ontario	No	No	261	13	9332
1304	52	Atlantic	No	No	2086	9	41279
1305	59	Prairies	No	No	261	12	43448
1306	46	Ontario	No	No	2086	19.7	40349
1307	44	Prairies	No	No	2190	14	37829
1309	57	Quebec	No	No	0	7	33972
1310	31	Quebec	Yes	Yes	0	11	21248
1311	34	Quebec	Yes	Yes	1825	13	30071
1312	37	Ontario	No	Yes	1851	16.5	30640
1313	29	Atlantic	Yes	No	1530	12	34920
1314	26	Prairies	Yes	Yes	1527	12	29464
1315	58	Ontario	No	No	0	6	66945
1316	49	Ontario	No	No	1955	17	53591
1318	32	Prairies	Yes	No	2086	14	35040
1320	54	BC	No	No	1095	12	76199
1321	50	Ontario	No	No	0	12	50778
1322	51	Ontario	No	No	2086	10.5	85458
1323	33	BC	No	Yes	1003	13.1	22403
1324	27	Quebec	Yes	Yes	1060	17	32377
1325	57	Atlantic	No	No	0	15	2953
1326	29	Ontario	Yes	No	0	13	34763
1327	31	BC	Yes	Yes	1199	16.3	7395
1328	40	BC	No	Yes	1043	14.6	24702
1329	29	Quebec	Yes	No	0	16	20060
1330	57	Ontario	No	No	0	10	25560
1331	48	Quebec	No	No	1825	17	38031
1332	48	BC	No	No	1738	8	57565
1333	41	Ontario	No	No	0	13	34669
1335	38	Quebec	No	No	2034	17	32090
1336	48	Quebec	No	No	1825	15	35394
1337	41	Prairies	No	No	2086	14	28656
1338	45	Prairies	No	No	3441	12	14841
1339	53	BC	No	No	718	9.5	21780
1340	36	Atlantic	Yes	No	1173	13	22906
1341	54	Prairies	No	No	118	12	20174
1342	49	Prairies	No	No	0	8	13057
1343	61	Quebec	No	No	0	7	14868
1344	32	Prairies	Yes	Yes	2107	13	20453
1345	38	Prairies	No	No	2086	12	27755
1346	35	Ontario	No	Yes	834	12	12588
1347	32	Atlantic	No	Yes	630	10	22160
1349	43	Atlantic	No	No	1010	17.8	44214
1350	44	Atlantic	No	No	0	8	29599
1351	28	Prairies	Yes	No	1775	16	22480
1352	29	BC	No	No	1043	11	18666
1353	44	Prairies	No	No	0	12	23910
1354	24	Atlantic	No	No	2086	13	15759
1355	49	Ontario	No	No	2327	13	27611
1356	36	Ontario	No	Yes	313	12.5	26399
1357	33	Atlantic	No	Yes	1564	12.5	14883
1358	33	Prairies	No	No	719	14.4	14918
1359	26	Prairies	Yes	No	980	15	29614
1360	29	Prairies	Yes	No	652	13	38963
1361	31	Prairies	No	Yes	27	13.4	58406
1362	28	Atlantic	No	No	2737	17.4	38781
1363	42	Ontario	No	No	3142	13	65878
1364	33	Ontario	No	No	2216	20	31984
1365	35	Ontario	No	No	1955	12	21027
1366	40	Quebec	No	No	2242	14	34796
1367	37	Atlantic	No	Yes	396	15.3	31806
1368	52	Atlantic	No	Yes	0	11.5	899
1369	40	Ontario	No	No	3927	14.5	31367
1370	55	Atlantic	No	No	0	7	1757
1371	57	Atlantic	No	No	0	9	28631
