household province population weight education gender age income voted
3056 ON 9439960 4488.81 college Male 44 60-89 No
696 ON 9439960 8977.61 bachelors Female 33 110+ NA
3020 ON 9439960 4488.81 HS Male 86 60-89 NA
1868 ON 9439960 8977.61 HS Female 63 90:109 Yes
3310 ON 9439960 4488.81 lessHS Female 63 <30 Yes
1172 ON 9439960 8977.61 HS Female 83 <30 Yes
3163 ON 9439960 4488.81 HS Female 76 <30 Yes
2397 ON 9439960 8977.61 bachelors Male 66 110+ Yes
722 ON 9439960 8977.61 HS Male 23 30-59 No
438 ON 9439960 13466.42 HS Female 43 110+ NA
1490 ON 9439960 8977.61 HS Male 36 110+ Yes
2957 ON 9439960 4488.81 HS Male 58 <30 Yes
1173 ON 9439960 8977.61 bachelors Male 74 30-59 Yes
2762 ON 9439960 4488.81 higher Female NA 30-59 Yes
1174 ON 9439960 8977.61 lessHS Male 46 30-59 Yes
1921 ON 9439960 8977.61 bachelors Female 53 90:109 Yes
3184 ON 9439960 4488.81 bachelors Female 62 30-59 Yes
14 ON 9439960 26932.84 college Female 49 90:109 Yes
3311 ON 9439960 4488.81 college Female 61 30-59 Yes
1869 ON 9439960 8977.61 higher Female 31 110+ Yes
1175 ON 9439960 8977.61 HS Male 69 NA NA
1676 ON 9439960 8977.61 higher Male 58 30-59 NA
3021 ON 9439960 4488.81 college Female 72 <30 No
2441 ON 9439960 4488.81 somePS Male 65 <30 NA
271 ON 9439960 13466.42 somePS Female 20 60-89 Yes
3164 ON 9439960 4488.81 somePS Male 26 <30 NA
1177 ON 9439960 8977.61 bachelors Male 32 110+ Yes
1774 ON 9439960 8977.61 somePS Female 78 30-59 Yes
1178 ON 9439960 8977.61 HS Female 90 30-59 Yes
1871 ON 9439960 8977.61 lessHS Male 77 30-59 NA
1794 ON 9439960 8977.61 bachelors Female 48 110+ NA
2632 ON 9439960 4488.81 HS Female 77 60-89 Yes
1800 ON 9439960 8977.61 higher Female 67 NA Yes
1491 ON 9439960 8977.61 lessHS Male 79 <30 Yes
1179 ON 9439960 8977.61 bachelors Male 46 60-89 NA
1180 ON 9439960 8977.61 college Male 62 <30 NA
899 ON 9439960 8977.61 higher Male 49 NA Yes
1492 ON 9439960 8977.61 college Female 40 60-89 No
638 ON 9439960 8977.61 lessHS Female 77 <30 Yes
408 ON 9439960 13466.42 HS Female 45 30-59 Yes
1182 ON 9439960 8977.61 college Male 77 30-59 Yes
1184 ON 9439960 8977.61 bachelors Male 66 60-89 Yes
2586 ON 9439960 4488.81 college Female 70 30-59 Yes
2958 ON 9439960 4488.81 lessHS Female 66 <30 Yes
1999 ON 9439960 8977.61 bachelors Female 34 30-59 Yes
3022 ON 9439960 4488.81 higher Female 81 60-89 Yes
1872 ON 9439960 8977.61 HS Male 63 90:109 Yes
3118 ON 9439960 4488.81 somePS Female 79 NA NA
3312 ON 9439960 4488.81 college Female 31 <30 NA
3296 ON 9439960 4488.81 college Female 28 <30 NA
2549 ON 9439960 4488.81 lessHS Female NA 30-59 No
1493 ON 9439960 8977.61 somePS Female 40 110+ Yes
1705 ON 9439960 8977.61 higher Male 58 NA Yes
2604 ON 9439960 4488.81 HS Female 73 NA Yes
2765 ON 9439960 4488.81 somePS Female 56 30-59 Yes
1186 ON 9439960 8977.61 college Male 41 90:109 Yes
1187 ON 9439960 8977.61 somePS Female 52 60-89 No
2414 ON 9439960 8977.61 HS Male 59 NA Yes
439 ON 9439960 13466.42 somePS Male 68 NA NA
3119 ON 9439960 4488.81 HS Female 65 30-59 NA
3120 ON 9439960 4488.81 college Female 48 90:109 NA
369 ON 9439960 13466.42 HS Female 50 60-89 No
3153 ON 9439960 4488.81 HS Male 84 30-59 NA
2168 ON 9439960 8977.61 somePS Male 44 90:109 Yes
440 ON 9439960 13466.42 HS Male 82 30-59 Yes
941 ON 9439960 8977.61 somePS Male 19 30-59 NA
1873 ON 9439960 8977.61 college Female 50 90:109 NA
1795 ON 9439960 8977.61 somePS Female 47 60-89 NA
3121 ON 9439960 4488.81 HS Female 66 30-59 NA
1188 ON 9439960 8977.61 lessHS Female 74 30-59 NA
1530 ON 9439960 8977.61 somePS Male 69 90:109 Yes
2853 ON 9439960 4488.81 lessHS Female 85 <30 NA
3189 ON 9439960 4488.81 lessHS Female 92 NA Yes
1677 ON 9439960 8977.61 HS Female 51 <30 Yes
882 ON 9439960 8977.61 college Female 45 60-89 Yes
942 ON 9439960 8977.61 college Female 37 110+ Yes
9 ON 9439960 35910.45 bachelors Male 35 30-59 NA
2767 ON 9439960 4488.81 lessHS Male 47 30-59 NA
1874 ON 9439960 8977.61 higher Male 77 60-89 Yes
57 ON 9439960 17955.23 lessHS Female 57 NA NA
2768 ON 9439960 4488.81 college Female 55 <30 NA
1971 ON 9439960 8977.61 college Male 25 110+ Yes
3200 ON 9439960 4488.81 HS Female 79 <30 Yes
456 ON 9439960 13466.42 college Male 46 60-89 Yes
1189 ON 9439960 8977.61 HS Female 53 60-89 Yes
1190 ON 9439960 8977.61 college Male 41 60-89 Yes
209 ON 9439960 13466.42 HS Female 43 30-59 Yes
943 ON 9439960 8977.61 bachelors Male 83 30-59 Yes
1191 ON 9439960 8977.61 college Male 47 90:109 Yes
3123 ON 9439960 4488.81 somePS Female 79 30-59 Yes
116 ON 9439960 17955.23 higher Male 64 110+ Yes
2769 ON 9439960 4488.81 somePS Female 85 <30 Yes
1494 ON 9439960 8977.61 college Female 58 NA Yes
1192 ON 9439960 8977.61 college Male 32 30-59 No
591 ON 9439960 8977.61 lessHS Female 68 NA NA
2860 ON 9439960 4488.81 higher Male 66 NA Yes
3313 ON 9439960 4488.81 somePS Female 25 30-59 NA
1922 ON 9439960 8977.61 HS Female 74 <30 Yes
1972 ON 9439960 8977.61 lessHS Male 76 NA Yes
883 ON 9439960 8977.61 lessHS Male 72 30-59 NA
259 ON 9439960 13466.42 college Female 62 90:109 Yes
2884 ON 9439960 4488.81 somePS Female 71 NA Yes
1875 ON 9439960 8977.61 HS Male 78 30-59 Yes
494 ON 9439960 13466.42 college Female 52 <30 Yes
2633 ON 9439960 4488.81 bachelors Female 68 NA Yes
1546 ON 9439960 8977.61 bachelors Male 48 110+ No
2476 ON 9439960 4488.81 college Male 48 NA Yes
118 ON 9439960 17955.23 HS Male 19 110+ Yes
1495 ON 9439960 8977.61 lessHS Male 67 30-59 NA
1876 ON 9439960 8977.61 bachelors Female 66 NA Yes
1193 ON 9439960 8977.61 lessHS Male 75 60-89 Yes
1194 ON 9439960 8977.61 lessHS Female 80 <30 Yes
806 ON 9439960 8977.61 bachelors Female 25 110+ No
2588 ON 9439960 4488.81 HS Female 79 NA Yes
22 ON 9439960 22444.03 bachelors Male 33 90:109 Yes
2060 ON 9439960 8977.61 somePS Male 45 110+ Yes
1195 ON 9439960 8977.61 bachelors Female 27 60-89 Yes
2925 ON 9439960 4488.81 lessHS Male 79 <30 Yes
1196 ON 9439960 8977.61 college Male 47 60-89 Yes
2589 ON 9439960 4488.81 college Female 62 60-89 Yes
3045 ON 9439960 4488.81 lessHS Male 81 <30 Yes
97 ON 9439960 17955.23 somePS Female 49 110+ NA
1197 ON 9439960 8977.61 bachelors Male 62 30-59 Yes
1496 ON 9439960 8977.61 lessHS Male 64 60-89 Yes
1198 ON 9439960 8977.61 HS Male 37 60-89 NA
3201 ON 9439960 4488.81 HS Male 72 <30 NA
2443 ON 9439960 4488.81 bachelors Female 34 60-89 Yes
2481 ON 9439960 4488.81 lessHS Female 66 <30 NA
2590 ON 9439960 4488.81 bachelors Male 38 30-59 Yes
1726 ON 9439960 8977.61 bachelors Female 38 110+ NA
1199 ON 9439960 8977.61 HS Male 67 NA NA
1961 ON 9439960 8977.61 higher Female 68 60-89 Yes
119 ON 9439960 17955.23 somePS Male 60 110+ Yes
807 ON 9439960 8977.61 HS Male 77 NA Yes
1365 ON 9439960 8977.61 higher Female 56 110+ Yes
2771 ON 9439960 4488.81 bachelors Female 88 110+ Yes
2772 ON 9439960 4488.81 college Female 41 <30 Yes
2773 ON 9439960 4488.81 college Female 68 30-59 Yes
1547 ON 9439960 8977.61 college Male 36 110+ Yes
2774 ON 9439960 4488.81 somePS Male 67 110+ Yes
1201 ON 9439960 8977.61 lessHS Male 74 30-59 Yes
2775 ON 9439960 4488.81 bachelors Male 40 30-59 Yes
3165 ON 9439960 4488.81 lessHS Female 91 <30 Yes
3023 ON 9439960 4488.81 higher Female 42 110+ Yes
2776 ON 9439960 4488.81 somePS Male 43 60-89 NA
713 ON 9439960 8977.61 college Female 47 NA Yes
663 ON 9439960 8977.61 somePS Male 35 110+ No
2959 ON 9439960 4488.81 HS Female 76 30-59 Yes
1203 ON 9439960 8977.61 college Male 70 30-59 Yes
457 ON 9439960 13466.42 HS Male NA 30-59 NA
953 ON 9439960 8977.61 higher Female 69 110+ Yes
1754 ON 9439960 8977.61 bachelors Male 35 90:109 No
2169 ON 9439960 8977.61 college Male 57 110+ No
1877 ON 9439960 8977.61 bachelors Male 50 NA Yes
2561 ON 9439960 4488.81 lessHS Male 55 110+ Yes
1204 ON 9439960 8977.61 college Male 26 <30 Yes
2777 ON 9439960 4488.81 lessHS Female 71 <30 NA
318 ON 9439960 13466.42 bachelors Male 25 60-89 Yes
98 ON 9439960 17955.23 college Female 45 90:109 No
2778 ON 9439960 4488.81 higher Female 61 110+ Yes
1205 ON 9439960 8977.61 college Male 35 110+ Yes
1206 ON 9439960 8977.61 bachelors Male 75 60-89 Yes
247 ON 9439960 13466.42 lessHS Female 55 60-89 No
3124 ON 9439960 4488.81 college Female 82 30-59 NA
645 ON 9439960 8977.61 HS Male 65 60-89 Yes
319 ON 9439960 13466.42 somePS Female 45 60-89 NA
1497 ON 9439960 8977.61 higher Female 82 30-59 Yes
1622 ON 9439960 8977.61 somePS Female 68 NA Yes
592 ON 9439960 8977.61 HS Male 40 30-59 Yes
1207 ON 9439960 8977.61 lessHS Female 64 NA Yes
808 ON 9439960 8977.61 college Female 59 110+ NA
320 ON 9439960 13466.42 somePS Female 28 110+ NA
884 ON 9439960 8977.61 HS Female 59 60-89 Yes
2779 ON 9439960 4488.81 bachelors Female 75 30-59 Yes
1498 ON 9439960 8977.61 HS Female 46 NA Yes
1208 ON 9439960 8977.61 HS Female 58 30-59 Yes
3125 ON 9439960 4488.81 HS Female 56 60-89 NA
3452 ON 9439960 4488.81 college Female 81 NA NA
2780 ON 9439960 4488.81 somePS Male 63 30-59 NA
321 ON 9439960 13466.42 college Female 57 60-89 NA
2068 ON 9439960 8977.61 somePS Female 67 60-89 Yes
2153 ON 9439960 8977.61 lessHS Male 65 <30 NA
1973 ON 9439960 8977.61 somePS Male 38 110+ Yes
570 ON 9439960 8977.61 HS Male 65 30-59 NA
1209 ON 9439960 8977.61 college Female 35 30-59 NA
593 ON 9439960 8977.61 higher Male 31 60-89 NA
2781 ON 9439960 4488.81 higher Female 71 <30 Yes
1678 ON 9439960 8977.61 somePS Male 55 30-59 NA
3297 ON 9439960 4488.81 bachelors Female 79 90:109 Yes
885 ON 9439960 8977.61 bachelors Female 35 90:109 NA
1679 ON 9439960 8977.61 lessHS Male 48 60-89 Yes
1210 ON 9439960 8977.61 HS Female 58 30-59 Yes
1211 ON 9439960 8977.61 bachelors Female 46 90:109 NA
533 ON 9439960 13466.42 lessHS Female 21 60-89 NA
2634 ON 9439960 4488.81 college Male 62 30-59 Yes
370 ON 9439960 13466.42 somePS Female 20 NA Yes
1879 ON 9439960 8977.61 college Male 75 30-59 Yes
1974 ON 9439960 8977.61 somePS Female 57 30-59 Yes
2782 ON 9439960 4488.81 bachelors Female 79 30-59 Yes
1809 ON 9439960 8977.61 bachelors Male 41 90:109 Yes
1548 ON 9439960 8977.61 bachelors Male 63 110+ Yes
905 ON 9439960 8977.61 lessHS Male 19 <30 NA
886 ON 9439960 8977.61 higher Female 59 60-89 Yes
322 ON 9439960 13466.42 college Male 62 30-59 Yes
2783 ON 9439960 4488.81 college Male 37 30-59 Yes
1796 ON 9439960 8977.61 college Female 33 NA NA
1212 ON 9439960 8977.61 somePS Female 58 60-89 Yes
830 ON 9439960 8977.61 somePS Female 59 60-89 Yes
1755 ON 9439960 8977.61 bachelors Female 37 NA NA
698 ON 9439960 8977.61 somePS Male 67 NA NA
917 ON 9439960 8977.61 higher Male 47 30-59 NA
1213 ON 9439960 8977.61 bachelors Female 40 110+ Yes
3057 ON 9439960 4488.81 higher Male 45 110+ Yes
2784 ON 9439960 4488.81 college Male 77 30-59 Yes
1366 ON 9439960 8977.61 HS Female 54 NA NA
2927 ON 9439960 4488.81 bachelors Female 59 60-89 NA
2785 ON 9439960 4488.81 NA Male NA <30 NA
1880 ON 9439960 8977.61 HS Male 59 30-59 NA
2786 ON 9439960 4488.81 HS Female 68 <30 NA
1706 ON 9439960 8977.61 bachelors Female 80 NA Yes
594 ON 9439960 8977.61 college Female 62 <30 NA
3024 ON 9439960 4488.81 lessHS Male 61 <30 Yes
2787 ON 9439960 4488.81 HS Female 59 30-59 NA
2960 ON 9439960 4488.81 lessHS Male 52 30-59 NA
2928 ON 9439960 4488.81 college Female 36 NA Yes
1549 ON 9439960 8977.61 college Male 38 90:109 No
1214 ON 9439960 8977.61 college Male 31 110+ Yes
36 ON 9439960 22444.03 HS Female 29 110+ No
3080 ON 9439960 4488.81 HS Female 46 <30 Yes
1727 ON 9439960 8977.61 somePS Male 51 30-59 NA
1728 ON 9439960 8977.61 bachelors Male 52 NA NA
2591 ON 9439960 4488.81 HS Female 78 <30 Yes
1215 ON 9439960 8977.61 college Female 34 60-89 Yes
452 ON 9439960 13466.42 lessHS Female 23 NA NA
809 ON 9439960 8977.61 bachelors Male 58 NA Yes
141 ON 9439960 17955.23 somePS Male 20 NA NA
2170 ON 9439960 8977.61 HS Male 72 60-89 Yes
1216 ON 9439960 8977.61 higher Male 41 110+ NA
571 ON 9439960 8977.61 somePS Female 63 60-89 Yes
1550 ON 9439960 8977.61 college Male 78 NA Yes
2406 ON 9439960 8977.61 higher Male 47 30-59 NA
711 ON 9439960 8977.61 bachelors Female 39 90:109 Yes
1598 ON 9439960 8977.61 lessHS Female 65 30-59 Yes
3081 ON 9439960 4488.81 college Male 52 110+ NA
888 ON 9439960 8977.61 bachelors Female 39 110+ Yes
2788 ON 9439960 4488.81 college Female 75 30-59 NA
3127 ON 9439960 4488.81 bachelors Male 72 30-59 Yes
2790 ON 9439960 4488.81 HS Female 95 90:109 NA
2471 ON 9439960 4488.81 bachelors Female 32 110+ Yes
1808 ON 9439960 8977.61 lessHS Male 56 110+ Yes
1975 ON 9439960 8977.61 lessHS Female 33 30-59 Yes
1881 ON 9439960 8977.61 HS Male 54 30-59 Yes
1552 ON 9439960 8977.61 lessHS Male 71 NA Yes
1553 ON 9439960 8977.61 somePS Female 46 NA NA
2791 ON 9439960 4488.81 HS Female 50 <30 Yes
639 ON 9439960 8977.61 higher Male 56 110+ Yes
608 ON 9439960 8977.61 college Male 41 110+ Yes
2866 ON 9439960 4488.81 bachelors Male 48 30-59 NA
1499 ON 9439960 8977.61 lessHS Male 79 60-89 Yes
1729 ON 9439960 8977.61 college Female 35 60-89 Yes
2398 ON 9439960 8977.61 lessHS Female 40 <30 Yes
1217 ON 9439960 8977.61 lessHS Male 58 30-59 NA
1218 ON 9439960 8977.61 lessHS Female 66 60-89 NA
1219 ON 9439960 8977.61 HS Female 39 60-89 Yes
2434 ON 9439960 4488.81 somePS Female 74 <30 Yes
2792 ON 9439960 4488.81 somePS Female 46 30-59 NA
810 ON 9439960 8977.61 college Female 49 30-59 Yes
1681 ON 9439960 8977.61 college Male 52 90:109 Yes
1989 ON 9439960 8977.61 lessHS Female 92 NA NA
1220 ON 9439960 8977.61 HS Male 46 60-89 Yes
428 ON 9439960 13466.42 somePS Male 20 <30 Yes
1221 ON 9439960 8977.61 bachelors Male 57 110+ Yes
1500 ON 9439960 8977.61 bachelors Female 43 90:109 NA
442 ON 9439960 13466.42 college Male NA 110+ No
2605 ON 9439960 4488.81 HS Male 70 <30 Yes
1730 ON 9439960 8977.61 college Male 51 110+ Yes
323 ON 9439960 13466.42 lessHS Male 59 60-89 Yes
1554 MB 871460 5829.16 college Female 49 90:109 Yes
2635 MB 871460 2914.58 college Female 84 NA NA
700 MB 871460 5829.16 HS Female 58 <30 NA
1501 MB 871460 5829.16 somePS Female 88 30-59 Yes
1502 MB 871460 5829.16 college Female 51 30-59 Yes
1555 MB 871460 5829.16 college Female 28 30-59 NA
889 MB 871460 5829.16 HS Male NA NA Yes
143 MB 871460 11658.33 higher Female 69 110+ Yes
723 MB 871460 5829.16 HS Male 43 90:109 No
2550 MB 871460 2914.58 HS Female 50 30-59 NA
2793 MB 871460 2914.58 college Female 61 30-59 Yes
1556 MB 871460 5829.16 college Male 41 30-59 No
2794 MB 871460 2914.58 somePS Female 71 <30 No
2171 MB 871460 5829.16 college Male 43 <30 Yes
2961 MB 871460 2914.58 lessHS Female 89 <30 Yes
1882 MB 871460 5829.16 lessHS Female 51 30-59 Yes
120 MB 871460 11658.33 lessHS Male 24 NA No
1883 MB 871460 5829.16 HS Female 29 NA No
324 MB 871460 8743.75 somePS Male 20 110+ Yes
918 MB 871460 5829.16 bachelors Male 38 60-89 Yes
3191 MB 871460 2914.58 HS Female 68 NA Yes
2444 MB 871460 2914.58 HS Female 63 60-89 Yes
2795 MB 871460 2914.58 somePS Female 43 <30 Yes
1503 MB 871460 5829.16 lessHS Female 65 NA NA
812 MB 871460 5829.16 HS Male 43 90:109 Yes
1224 MB 871460 5829.16 lessHS Male 74 60-89 Yes
1225 MB 871460 5829.16 bachelors Female 29 60-89 Yes
3298 MB 871460 2914.58 bachelors Female 56 <30 Yes
813 MB 871460 5829.16 HS Male 65 60-89 Yes
1226 MB 871460 5829.16 bachelors Female 56 110+ Yes
1227 MB 871460 5829.16 bachelors Female 38 NA Yes
1228 MB 871460 5829.16 lessHS Male 56 30-59 Yes
1229 MB 871460 5829.16 somePS Female 31 NA No
814 MB 871460 5829.16 college Female 55 110+ Yes
1230 MB 871460 5829.16 lessHS Male 37 30-59 Yes
2445 MB 871460 2914.58 lessHS Female 60 <30 NA
99 MB 871460 11658.33 HS Male 30 60-89 Yes
1231 MB 871460 5829.16 somePS Female 46 60-89 NA
1606 MB 871460 5829.16 HS Male 30 110+ Yes
2930 MB 871460 2914.58 HS Female 62 30-59 No
1756 MB 871460 5829.16 higher Male 45 90:109 Yes
2172 MB 871460 5829.16 somePS Female 41 60-89 Yes
3128 MB 871460 2914.58 college Female 70 30-59 Yes
1232 MB 871460 5829.16 HS Female 54 90:109 Yes
106 MB 871460 11658.33 higher Female 31 110+ NA
2796 MB 871460 2914.58 lessHS Female 83 <30 Yes
1233 MB 871460 5829.16 lessHS Female 59 30-59 Yes
3129 MB 871460 2914.58 HS Male 71 NA NA
3025 MB 871460 2914.58 somePS Male 49 60-89 Yes
371 MB 871460 8743.75 HS Male 51 60-89 No
815 MB 871460 5829.16 lessHS Male 34 30-59 No
2415 MB 871460 5829.16 bachelors Female NA 60-89 Yes
1884 MB 871460 5829.16 lessHS Male 35 90:109 No
2416 MB 871460 5829.16 lessHS Male 54 NA NA
1234 MB 871460 5829.16 HS Female 51 90:109 Yes
416 MB 871460 8743.75 somePS Male 50 110+ Yes
3166 MB 871460 2914.58 higher Female 58 30-59 Yes
1505 MB 871460 5829.16 HS Male 43 60-89 Yes
1235 MB 871460 5829.16 somePS Female NA 60-89 NA
2551 MB 871460 2914.58 lessHS Female 90 NA Yes
326 MB 871460 8743.75 somePS Female 60 90:109 NA
816 MB 871460 5829.16 college Female 51 30-59 Yes
1885 MB 871460 5829.16 HS Male 57 60-89 NA
1886 MB 871460 5829.16 lessHS Male 60 NA No
1802 MB 871460 5829.16 bachelors Female 28 90:109 Yes
1236 MB 871460 5829.16 somePS Male 35 90:109 NA
49 MB 871460 14572.91 lessHS Female 31 110+ NA
2931 MB 871460 2914.58 college Female 64 <30 NA
2797 MB 871460 2914.58 HS Male 72 30-59 Yes
1937 MB 871460 5829.16 higher Male 70 60-89 Yes
1887 MB 871460 5829.16 college Female 30 90:109 Yes
640 MB 871460 5829.16 bachelors Male 71 60-89 Yes
1769 MB 871460 5829.16 higher Male 62 110+ NA
1237 MB 871460 5829.16 college Male 58 60-89 Yes
3192 MB 871460 2914.58 lessHS Female 81 30-59 No
45 MB 871460 14572.91 bachelors Male 48 60-89 Yes
1938 MB 871460 5829.16 somePS Female 23 60-89 NA
152 MB 871460 11658.33 bachelors Female 23 90:109 Yes
2798 MB 871460 2914.58 college Female 46 30-59 NA
3206 MB 871460 2914.58 somePS Female 51 <30 NA
3026 MB 871460 2914.58 college Female 52 30-59 Yes
1558 MB 871460 5829.16 college Male 58 110+ Yes
394 MB 871460 8743.75 lessHS Male 73 30-59 Yes
1238 MB 871460 5829.16 bachelors Female 45 30-59 NA
1559 MB 871460 5829.16 somePS Female 61 30-59 Yes
2800 MB 871460 2914.58 bachelors Female 49 60-89 NA
2932 MB 871460 2914.58 lessHS Female 74 NA Yes
1888 MB 871460 5829.16 HS Female 34 60-89 No
859 MB 871460 5829.16 bachelors Female 60 90:109 Yes
62 MB 871460 11658.33 college Male 50 NA Yes
1610 MB 871460 5829.16 bachelors Male 40 110+ Yes
423 MB 871460 8743.75 higher Male 72 110+ Yes
3167 MB 871460 2914.58 lessHS Female 86 <30 Yes
210 MB 871460 8743.75 bachelors Female 22 NA Yes
1931 MB 871460 5829.16 higher Male 48 60-89 Yes
495 MB 871460 8743.75 somePS Female 19 60-89 Yes
1506 MB 871460 5829.16 bachelors Male 43 30-59 Yes
3131 MB 871460 2914.58 lessHS Female NA <30 NA
1757 MB 871460 5829.16 bachelors Male 43 60-89 No
1507 MB 871460 5829.16 lessHS Female 73 <30 Yes
1508 MB 871460 5829.16 lessHS Female 47 30-59 Yes
1239 MB 871460 5829.16 somePS Male 58 110+ Yes
2482 MB 871460 2914.58 bachelors Female 79 30-59 Yes
729 MB 871460 5829.16 bachelors Female 53 30-59 Yes
1959 MB 871460 5829.16 college Male 53 90:109 NA
1889 MB 871460 5829.16 HS Female 54 90:109 Yes
647 MB 871460 5829.16 college Female 40 30-59 Yes
1240 MB 871460 5829.16 lessHS Male 81 NA Yes
817 MB 871460 5829.16 bachelors Female 61 110+ NA
1560 MB 871460 5829.16 HS Male 44 60-89 No
1890 MB 871460 5829.16 lessHS Male 95 <30 Yes
3027 MB 871460 2914.58 somePS Male 50 60-89 Yes
2552 MB 871460 2914.58 somePS Male NA NA Yes
1509 MB 871460 5829.16 college Female 36 90:109 NA
3453 MB 871460 2914.58 somePS Female 34 <30 Yes
1891 MB 871460 5829.16 lessHS Male 69 30-59 Yes
3168 MB 871460 2914.58 lessHS Male 79 30-59 Yes
1955 MB 871460 5829.16 higher Female 80 60-89 Yes
572 MB 871460 5829.16 HS Female 84 30-59 Yes
945 MB 871460 5829.16 lessHS Female 40 60-89 Yes
3132 MB 871460 2914.58 bachelors Male 68 30-59 Yes
1241 MB 871460 5829.16 somePS Male 45 90:109 NA
1892 MB 871460 5829.16 higher Male 59 110+ Yes
3085 MB 871460 2914.58 college Male 53 NA Yes
1510 MB 871460 5829.16 college Female 53 110+ Yes
1893 MB 871460 5829.16 higher Male 84 30-59 Yes
121 SK 734250 9443.73 college Female 23 30-59 NA
1976 SK 734250 4721.86 higher Female 51 110+ Yes
2801 SK 734250 2360.93 bachelors Male 55 30-59 Yes
1776 SK 734250 4721.86 somePS Male 48 90:109 Yes
1562 SK 734250 4721.86 higher Male 36 110+ Yes
3169 SK 734250 2360.93 HS Male 85 <30 Yes
2802 SK 734250 2360.93 lessHS Female 92 30-59 NA
818 SK 734250 4721.86 bachelors Female 75 NA Yes
534 SK 734250 7082.8 HS Male 47 110+ NA
1243 SK 734250 4721.86 bachelors Male 61 60-89 Yes
1894 SK 734250 4721.86 HS Male 30 60-89 Yes
709 SK 734250 4721.86 somePS Female 34 60-89 NA
3441 SK 734250 2360.93 college Female 50 NA Yes
1563 SK 734250 4721.86 somePS Female 56 30-59 Yes
1244 SK 734250 4721.86 bachelors Female 39 110+ NA
1758 SK 734250 4721.86 higher Male 45 110+ Yes
1564 SK 734250 4721.86 HS Male 48 110+ Yes
1565 SK 734250 4721.86 HS Female 22 30-59 NA
1245 SK 734250 4721.86 lessHS Male 62 30-59 NA
1369 SK 734250 4721.86 somePS Male 43 30-59 Yes
2964 SK 734250 2360.93 lessHS Male 84 110+ Yes
100 SK 734250 9443.73 somePS Female 26 60-89 NA
665 SK 734250 4721.86 bachelors Male 38 <30 NA
3082 SK 734250 2360.93 lessHS Female 64 <30 Yes
372 SK 734250 7082.8 college Female 52 110+ Yes
491 SK 734250 7082.8 bachelors Female 45 60-89 Yes
1246 SK 734250 4721.86 bachelors Female 24 60-89 Yes
3133 SK 734250 2360.93 somePS Male 84 30-59 No
1941 SK 734250 4721.86 college Male 32 90:109 Yes
2155 SK 734250 4721.86 college Male 41 110+ Yes
340 SK 734250 7082.8 college Male 50 60-89 Yes
1247 SK 734250 4721.86 HS Female 50 110+ Yes
2173 SK 734250 4721.86 HS Male 54 30-59 Yes
3170 SK 734250 2360.93 HS Male 54 90:109 Yes
2965 SK 734250 2360.93 somePS Male 48 90:109 Yes
2803 SK 734250 2360.93 lessHS Female 45 30-59 Yes
3159 SK 734250 2360.93 lessHS Female 69 <30 Yes
1777 SK 734250 4721.86 college Female 31 90:109 Yes
1803 SK 734250 4721.86 bachelors Male 33 110+ Yes
2933 SK 734250 2360.93 HS Female 66 30-59 NA
1942 SK 734250 4721.86 lessHS Female 38 30-59 NA
1943 SK 734250 4721.86 NA Male 79 <30 Yes
857 SK 734250 4721.86 higher Female 23 60-89 Yes
1248 SK 734250 4721.86 lessHS Male 71 <30 Yes
2804 SK 734250 2360.93 bachelors Female 33 30-59 Yes
1249 SK 734250 4721.86 HS Female 34 90:109 NA
216 SK 734250 7082.8 college Male 51 110+ Yes
2553 SK 734250 2360.93 HS Female 50 30-59 NA
2997 SK 734250 2360.93 lessHS Female 84 <30 Yes
1566 SK 734250 4721.86 HS Male 56 60-89 Yes
890 SK 734250 4721.86 somePS Female 44 30-59 Yes
891 SK 734250 4721.86 bachelors Male 69 60-89 Yes
1250 SK 734250 4721.86 bachelors Female 37 90:109 No
1251 SK 734250 4721.86 lessHS Male 51 90:109 Yes
1252 SK 734250 4721.86 bachelors Female 40 110+ Yes
1253 SK 734250 4721.86 college Female 34 60-89 No
3211 SK 734250 2360.93 NA Male 54 30-59 NA
219 SK 734250 7082.8 college Female 39 90:109 Yes
430 SK 734250 7082.8 HS Female 58 90:109 NA
1254 SK 734250 4721.86 HS Female 55 NA Yes
2805 SK 734250 2360.93 somePS Female 82 <30 NA
595 SK 734250 4721.86 HS Female 70 NA NA
2606 SK 734250 2360.93 lessHS Female 87 30-59 Yes
2806 SK 734250 2360.93 somePS Female 59 110+ Yes
2967 SK 734250 2360.93 HS Female 51 <30 No
1511 SK 734250 4721.86 lessHS Male 84 30-59 Yes
2446 SK 734250 2360.93 HS Female 58 <30 Yes
2807 SK 734250 2360.93 HS Female 68 <30 No
449 SK 734250 7082.8 somePS Male 49 110+ No
648 SK 734250 4721.86 college Female 31 60-89 Yes
2808 SK 734250 2360.93 college Male 66 30-59 Yes
1977 SK 734250 4721.86 HS Male 36 30-59 Yes
3088 SK 734250 2360.93 college Male 57 30-59 Yes
248 SK 734250 7082.8 HS Male 42 30-59 No
1255 SK 734250 4721.86 lessHS Female 71 NA Yes
929 SK 734250 4721.86 bachelors Female 60 60-89 NA
2174 SK 734250 4721.86 HS Female 36 NA NA
1256 SK 734250 4721.86 somePS Male 49 NA Yes
1895 SK 734250 4721.86 HS Female 63 NA Yes
122 SK 734250 9443.73 bachelors Male 48 110+ Yes
