poverty	men	religion	degree	country	age
"Too Little"	0	0	0	Australia	19
"Too Little"	0	1	0	Australia	37
"About Right"	1	0	0	Australia	23
"About Right"	0	1	0	Australia	73
"Too Little"	1	1	0	Australia	51
"Too Little"	0	1	0	Australia	42
"Too Much"  	0	1	0	Australia	57
"About Right"	0	1	0	Australia	51
"About Right"	0	1	0	Australia	41
"Too Little"	1	1	0	Australia	64
"About Right"	0	1	0	Australia	64
"About Right"	1	1	0	Australia	43
"Too Much"  	1	1	0	Australia	53
"Too Little"	0	1	0	Australia	59
"Too Much"  	0	1	0	Australia	71
"Too Much"  	0	1	0	Australia	56
"About Right"	1	0	0	Australia	51
"Too Little"	0	1	0	Australia	41
"Too Little"	1	1	1	Australia	41
"Too Little"	1	1	1	Australia	51
"Too Much"  	1	1	0	Australia	48
"Too Much"  	0	1	0	Australia	79
"Too Little"	1	0	0	Australia	45
"About Right"	0	1	0	Australia	61
"Too Little"	0	1	0	Australia	50
"About Right"	0	1	0	Australia	41
"Too Little"	0	1	0	Australia	56
"About Right"	1	1	0	Australia	66
"Too Much"  	1	1	0	Australia	63
"Too Little"	0	1	0	Australia	36
"Too Little"	1	1	0	Australia	59
"About Right"	0	1	0	Australia	34
"Too Little"	1	0	0	Australia	21
"Too Little"	0	1	0	Australia	55
"About Right"	1	1	0	Australia	22
"Too Much"  	0	0	0	Australia	89
"About Right"	0	1	0	Australia	61
"Too Little"	0	1	0	Australia	34
"Too Little"	1	0	0	Australia	25
"Too Much"  	1	1	0	Australia	23
"About Right"	0	1	0	Australia	56
"Too Little"	0	1	0	Australia	27
"Too Much"  	1	1	0	Australia	22
"About Right"	1	0	0	Australia	35
"Too Little"	0	1	0	Australia	26
"About Right"	1	1	0	Australia	79
"Too Little"	1	1	0	Australia	19
"About Right"	0	1	0	Australia	63
"Too Little"	0	1	0	Australia	59
"Too Little"	0	1	1	Australia	35
"Too Little"	1	1	0	Australia	19
"Too Little"	1	1	0	Australia	61
"Too Little"	1	1	0	Australia	62
"About Right"	0	1	0	Australia	64
"Too Little"	0	0	0	Australia	45
"Too Little"	0	1	1	Australia	34
"Too Much"  	1	1	0	Australia	48
"Too Little"	0	1	0	Australia	19
"Too Much"  	0	1	0	Australia	66
"Too Much"  	0	1	0	Australia	27
"Too Much"  	0	1	0	Australia	56
"About Right"	1	0	0	Australia	32
"Too Much"  	0	1	0	Australia	73
"Too Much"  	1	1	0	Australia	49
"About Right"	0	1	0	Australia	29
"Too Much"  	0	1	0	Australia	25
"About Right"	1	1	0	Australia	74
"Too Little"	1	1	0	Australia	29
"Too Little"	1	1	0	Australia	18
"Too Little"	0	1	0	Australia	23
"Too Little"	0	0	1	Australia	52
"About Right"	1	1	1	Australia	28
"Too Little"	1	1	1	Australia	55
"About Right"	1	0	0	Australia	33
"Too Little"	0	0	1	Australia	39
"Too Much"  	1	1	0	Australia	84
"About Right"	1	1	0	Australia	58
"Too Much"  	0	1	0	Australia	76
"About Right"	0	1	0	Australia	26
"Too Much"  	0	0	0	Australia	33
"About Right"	0	1	0	Australia	66
"Too Little"	0	0	0	Australia	25
"About Right"	0	1	1	Australia	28
"Too Little"	1	0	0	Australia	75
"Too Little"	1	1	0	Australia	31
"About Right"	1	1	0	Australia	47
"Too Much"  	0	1	0	Australia	65
"About Right"	1	0	0	Australia	83
"Too Little"	1	0	0	Australia	66
"Too Much"  	1	1	0	Australia	60
"Too Little"	1	1	0	Australia	55
"About Right"	0	1	0	Australia	52
"Too Little"	1	1	0	Australia	62
"About Right"	0	1	0	Australia	51
"Too Little"	0	1	0	Australia	47
"About Right"	0	1	0	Australia	27
"Too Much"  	1	1	0	Australia	40
"Too Little"	1	1	0	Australia	44
"About Right"	1	1	0	Australia	34
"Too Little"	1	1	0	Australia	50
"About Right"	1	1	0	Australia	36
"About Right"	0	1	0	Australia	50
"Too Little"	0	1	0	Australia	19
"About Right"	0	1	0	Australia	30
"Too Much"  	0	1	0	Australia	42
"About Right"	1	1	1	Australia	49
"Too Little"	1	1	0	Australia	20
"Too Little"	1	1	0	Australia	35
"Too Much"  	1	1	0	Australia	53
"Too Little"	1	1	0	Australia	66
"Too Much"  	1	0	0	Australia	53
"Too Little"	1	1	0	Australia	55
"About Right"	1	1	0	Australia	52
"Too Much"  	1	1	0	Australia	74
"Too Little"	0	1	0	Australia	83
"About Right"	1	0	0	Australia	40
"About Right"	0	0	0	Australia	24
"Too Little"	1	1	0	Australia	24
"Too Much"  	0	1	0	Australia	33
"About Right"	1	0	0	Australia	32
"Too Little"	1	1	0	Australia	29
"About Right"	1	1	0	Australia	48
"Too Much"  	1	1	0	Australia	68
"Too Little"	1	1	1	Australia	40
"About Right"	1	0	0	Australia	26
"About Right"	1	1	1	Australia	41
"Too Little"	1	0	1	Australia	61
"Too Much"  	0	1	0	Australia	54
"About Right"	1	0	1	Australia	37
"About Right"	1	0	0	Australia	30
"About Right"	1	1	1	Australia	25
"About Right"	1	1	1	Australia	28
"About Right"	0	1	1	Australia	26
"About Right"	1	1	1	Australia	25
"Too Little"	1	1	1	Australia	26
"About Right"	0	1	0	Australia	77
"About Right"	0	0	0	Australia	25
"Too Little"	0	1	0	Australia	32
"Too Little"	0	1	0	Australia	82
"Too Little"	0	1	0	Australia	22
"Too Little"	1	1	0	Australia	44
"Too Little"	1	0	0	Australia	43
"Too Little"	0	1	0	Australia	38
"Too Much"  	1	1	0	Australia	39
"Too Little"	1	1	0	Australia	32
"Too Much"  	1	1	0	Australia	46
"Too Little"	1	1	0	Australia	19
"Too Little"	0	1	0	Australia	26
"Too Little"	0	1	0	Australia	49
"Too Little"	1	1	0	Australia	26
"About Right"	1	1	0	Australia	35
"Too Little"	0	0	0	Australia	32
"Too Little"	0	0	0	Australia	24
"Too Little"	1	0	0	Australia	22
"Too Little"	0	0	0	Australia	20
"About Right"	0	1	0	Australia	50
"Too Little"	1	1	1	Australia	56
"About Right"	0	1	0	Australia	23
"Too Little"	1	1	0	Australia	18
"About Right"	0	1	0	Australia	42
"Too Little"	1	1	0	Australia	41
"About Right"	1	0	0	Australia	27
"Too Little"	0	1	0	Australia	27
"Too Little"	0	1	0	Australia	75
"About Right"	0	1	0	Australia	29
"About Right"	0	1	0	Australia	36
"Too Little"	0	1	0	Australia	43
"Too Much"  	1	0	0	Australia	33
"About Right"	0	1	0	Australia	75
"Too Little"	0	1	0	Australia	48
"Too Little"	0	1	0	Australia	38
"Too Little"	0	1	1	Australia	59
"About Right"	0	1	0	Australia	55
"Too Little"	0	1	0	Australia	18
"Too Little"	0	1	0	Australia	60
"Too Much"  	0	1	0	Australia	62
"About Right"	0	1	0	Australia	35
"Too Little"	0	1	0	Australia	56
"Too Little"	1	1	0	Australia	62
"Too Little"	0	1	0	Australia	55
"Too Little"	1	1	0	Australia	52
"About Right"	0	1	0	Australia	55
"Too Little"	1	1	0	Australia	35
"About Right"	1	1	0	Australia	44
"About Right"	0	1	0	Australia	45
"About Right"	0	1	0	Australia	68
"About Right"	0	1	0	Australia	49
"Too Little"	1	1	0	Australia	51
"Too Much"  	1	1	1	Australia	41
"About Right"	0	1	0	Australia	49
"Too Little"	0	1	0	Australia	30
"Too Little"	1	0	0	Australia	46
"About Right"	1	0	0	Australia	46
"About Right"	0	0	0	Australia	20
"Too Much"  	1	1	0	Australia	44
"Too Little"	1	1	0	Australia	52
"Too Little"	0	1	0	Australia	36
"Too Little"	1	1	0	Australia	44
"Too Little"	0	1	0	Australia	20
"Too Little"	1	0	0	Australia	36
"Too Little"	1	1	0	Australia	40
"About Right"	0	1	0	Australia	46
"Too Little"	0	1	0	Australia	26
"Too Little"	0	1	0	Australia	21
"Too Little"	0	1	0	Australia	26
"Too Little"	0	1	0	Australia	22
"Too Much"  	0	1	0	Australia	52
"Too Little"	0	1	0	Australia	23
"Too Much"  	0	1	0	Australia	34
"About Right"	1	1	0	Australia	23
"Too Much"  	1	1	0	Australia	57
"About Right"	1	1	0	Australia	43
"Too Little"	1	1	0	Australia	68
"About Right"	1	0	1	Australia	38
"Too Little"	0	1	0	Australia	56
"About Right"	1	1	1	Australia	23
"Too Little"	0	0	0	Australia	26
"About Right"	1	1	0	Australia	56
"Too Little"	0	1	0	Australia	84
"Too Much"  	1	1	0	Australia	26
"About Right"	1	1	0	Australia	77
"Too Little"	0	0	0	Australia	62
"About Right"	1	1	0	Australia	66
"Too Little"	0	0	0	Australia	30
"Too Little"	0	0	0	Australia	36
"Too Little"	1	0	0	Australia	39
"Too Little"	0	1	1	Norway	48
"About Right"	0	1	0	Norway	32
"Too Little"	0	1	0	Norway	33
"Too Little"	0	1	0	Norway	75
"Too Little"	0	1	0	Norway	37
"About Right"	1	1	1	Norway	34
"About Right"	0	1	0	Norway	76
"About Right"	1	0	0	Norway	75
"Too Little"	1	1	0	Norway	39
"Too Little"	1	1	0	Norway	28
"Too Little"	0	0	1	Norway	37
"Too Little"	0	1	1	Norway	21
"Too Little"	1	1	0	Norway	53
"About Right"	1	1	0	Norway	49
"Too Little"	0	1	0	Norway	50
"About Right"	0	1	0	Norway	22
"Too Little"	0	1	0	Norway	26
"About Right"	1	1	0	Norway	62
"About Right"	0	1	0	Norway	32
"Too Little"	1	0	0	Norway	73
"Too Little"	0	0	0	Norway	23
"Too Little"	0	1	0	Norway	24
"About Right"	0	1	0	Norway	22
"About Right"	1	1	0	Norway	47
"About Right"	0	0	0	Norway	38
"About Right"	0	1	0	Norway	51
"About Right"	0	1	0	Norway	44
"About Right"	1	0	1	Norway	29
"Too Little"	1	1	1	Norway	56
"About Right"	1	1	0	Norway	28
"Too Little"	0	1	1	Norway	45
"Too Little"	0	1	0	Norway	72
"About Right"	0	1	0	Norway	49
"About Right"	0	1	0	Norway	28
"About Right"	0	1	1	Norway	24
"Too Little"	0	1	0	Norway	72
"Too Little"	1	1	0	Norway	33
"Too Little"	1	1	0	Norway	53
"Too Little"	0	1	1	Norway	22
"About Right"	1	1	0	Norway	28
"About Right"	1	1	0	Norway	19
"About Right"	0	1	1	Norway	58
"Too Little"	1	1	1	Norway	33
"Too Much"  	1	1	0	Norway	38
"Too Little"	1	1	0	Norway	42
"Too Little"	0	1	0	Norway	31
"Too Little"	0	1	1	Norway	54
"About Right"	0	1	0	Norway	60
"Too Little"	1	1	0	Norway	32
"About Right"	0	1	0	Norway	26
"Too Little"	0	1	0	Norway	18
"About Right"	0	1	0	Norway	26
"Too Little"	0	1	1	Norway	18
"Too Much"  	1	1	0	Norway	27
"Too Little"	1	1	0	Norway	51
"About Right"	0	1	1	Norway	49
"About Right"	0	1	0	Norway	74
"About Right"	1	1	0	Norway	18
"About Right"	1	1	1	Norway	43
"Too Much"  	1	1	0	Norway	40
"Too Little"	1	1	0	Norway	51
"About Right"	0	1	0	Norway	69
"Too Little"	0	0	1	Norway	39
"Too Little"	0	1	0	Norway	24
"Too Little"	1	1	1	Norway	28
"Too Little"	0	1	0	Norway	29
"About Right"	0	1	1	Norway	35
"Too Little"	1	1	1	Norway	52
"Too Little"	1	1	0	Norway	35
"About Right"	1	1	0	Norway	38
"About Right"	1	1	0	Norway	31
"Too Little"	1	0	0	Norway	18
"Too Little"	1	1	0	Norway	32
"Too Little"	0	1	1	Norway	44
"Too Little"	1	1	0	Norway	40
"Too Little"	0	1	0	Norway	35
"Too Little"	0	1	1	Norway	52
"Too Little"	0	1	0	Norway	50
"About Right"	1	1	1	Norway	50
"About Right"	1	1	0	Norway	18
"Too Little"	0	1	0	Norway	47
"Too Little"	1	1	0	Norway	18
"About Right"	0	1	0	Norway	67
"About Right"	1	1	0	Norway	56
"Too Little"	1	1	0	Norway	20
"Too Little"	0	1	0	Norway	33
"Too Little"	0	1	0	Norway	71
"Too Little"	1	1	0	Norway	63
"Too Little"	0	1	1	Norway	74
"Too Little"	0	1	1	Norway	21
"Too Little"	0	1	0	Norway	40
"Too Little"	1	1	1	Norway	33
"Too Little"	0	1	0	Norway	49
"Too Little"	0	1	1	Norway	32
"About Right"	0	1	0	Norway	32
"About Right"	1	1	0	Norway	46
"Too Little"	1	1	0	Norway	59
"Too Little"	0	1	0	Norway	72
"About Right"	0	1	0	Norway	54
"About Right"	1	1	0	Norway	27
"About Right"	1	1	0	Norway	29
"About Right"	0	1	1	Norway	54
"Too Little"	1	1	1	Norway	45
"About Right"	0	1	0	Norway	46
"About Right"	1	1	1	Norway	45
"About Right"	1	1	0	Norway	34
"Too Little"	0	1	1	Norway	39
"Too Little"	0	1	0	Norway	49
"About Right"	1	1	0	Norway	30
"About Right"	1	1	1	Norway	47
"About Right"	0	1	0	Norway	65
"Too Little"	0	1	0	Norway	33
"About Right"	0	1	0	Norway	63
"Too Much"  	1	1	0	Norway	65
"About Right"	0	1	0	Norway	79
"About Right"	1	0	0	Norway	34
"Too Little"	1	1	0	Norway	40
"About Right"	0	1	1	Norway	41
"About Right"	0	1	1	Norway	28
"Too Little"	1	1	0	Norway	65
"Too Little"	0	1	1	Norway	20
"Too Little"	0	1	0	Norway	41
"About Right"	1	1	0	Norway	73
"Too Little"	1	1	0	Norway	46
"About Right"	0	1	0	Norway	78
"Too Little"	0	0	1	Norway	49
"About Right"	1	0	0	Norway	41
"Too Little"	1	1	0	Norway	68
"About Right"	0	1	0	Norway	44
"Too Little"	1	1	0	Norway	76
"Too Little"	0	1	0	Norway	48
"About Right"	0	0	0	Norway	29
"Too Little"	1	1	1	Norway	37
"Too Little"	1	1	0	Norway	56
"Too Little"	0	1	0	Norway	75
"Too Little"	0	1	0	Norway	52
"Too Little"	1	1	1	Norway	36
"Too Little"	1	1	0	Norway	73
"About Right"	1	1	1	Norway	58
"About Right"	1	1	1	Norway	42
"Too Little"	0	1	0	Norway	30
"About Right"	1	1	0	Norway	38
"About Right"	0	1	0	Norway	76
"About Right"	0	1	1	Norway	65
"About Right"	1	1	0	Norway	71
"Too Little"	0	1	0	Norway	30
"About Right"	0	0	0	Norway	43
"Too Little"	1	1	0	Norway	30
"Too Little"	0	1	0	Norway	34
"About Right"	1	1	0	Norway	70
"Too Little"	0	1	0	Norway	61
"About Right"	1	0	0	Norway	29
"Too Little"	1	1	0	Norway	35
"Too Little"	0	1	0	Norway	49
"Too Little"	0	1	1	Norway	24
"Too Little"	0	0	1	Norway	39
"About Right"	1	1	0	Norway	35
"About Right"	0	1	1	Norway	70
"About Right"	1	1	0	Norway	50
"About Right"	1	0	1	Norway	71
"Too Little"	1	1	0	Norway	59
"About Right"	1	1	0	Norway	40
"About Right"	0	1	0	Norway	69
"About Right"	0	1	1	Norway	21
"About Right"	1	1	0	Norway	66
"About Right"	1	1	1	Norway	30
"About Right"	1	1	1	Norway	78
"Too Little"	0	1	0	Norway	31
"Too Little"	0	1	0	Norway	26
"Too Little"	0	1	1	Norway	22
"Too Little"	0	1	0	Norway	37
"Too Little"	0	1	0	Norway	28
"About Right"	1	1	0	Norway	41
"About Right"	0	1	0	Norway	68
"Too Little"	1	1	0	Norway	30
"About Right"	1	1	0	Norway	45
"Too Little"	0	1	1	Norway	67
"About Right"	0	1	1	Norway	72
"Too Much"  	1	0	0	Norway	61
"About Right"	1	1	0	Norway	76
"About Right"	0	1	0	Norway	26
"About Right"	1	1	1	Norway	29
"Too Little"	0	1	1	Norway	37
"Too Little"	0	1	1	Norway	19
"Too Much"  	1	1	0	Norway	79
"Too Little"	0	1	1	Norway	61
"Too Little"	0	0	0	Norway	46
"About Right"	0	1	1	Norway	19
"About Right"	1	1	1	Norway	34
"Too Little"	1	1	0	Norway	41
"About Right"	1	1	1	Norway	36
"Too Little"	1	1	0	Norway	37
"About Right"	0	0	0	Norway	38
"About Right"	0	1	1	Norway	52
"Too Little"	0	1	0	Norway	76
"About Right"	1	1	0	Norway	72
"Too Little"	0	1	0	Norway	55
"Too Little"	0	1	0	Norway	46
"About Right"	0	1	0	Norway	51
"Too Little"	0	1	0	Norway	67
"About Right"	0	1	0	Norway	60
"Too Little"	0	1	0	Norway	38
"About Right"	0	1	0	Norway	28
"Too Little"	1	1	0	Norway	43
"Too Little"	1	1	0	Norway	25
"Too Little"	1	1	0	Norway	28
"Too Little"	1	1	0	Norway	39
"Too Little"	0	1	0	Norway	38
"About Right"	1	1	0	Norway	47
"Too Little"	0	1	0	Norway	18
"About Right"	1	1	0	Norway	41
"About Right"	1	1	1	Norway	74
"Too Little"	0	1	1	Norway	26
"Too Little"	1	0	0	Norway	42
"About Right"	1	0	0	Norway	21
"Too Little"	0	1	1	Norway	28
"Too Little"	0	1	1	Norway	26
"Too Little"	1	1	0	Norway	55
"Too Little"	1	1	0	Norway	47
"About Right"	1	1	0	Norway	74
"Too Little"	0	1	1	Norway	47
"Too Little"	0	0	1	Norway	54
"Too Little"	0	1	0	Norway	20
"Too Little"	0	1	0	Norway	40
"About Right"	0	1	0	Norway	59
"About Right"	0	1	0	Norway	32
"About Right"	0	1	1	Norway	28
"Too Little"	1	1	1	Norway	18
"About Right"	0	1	1	Norway	20
"Too Little"	1	1	0	Norway	49
"Too Little"	1	1	1	Norway	39
"About Right"	0	1	1	Norway	42
"Too Little"	0	1	1	Norway	21
"About Right"	0	1	0	Norway	55
"Too Little"	0	1	0	Norway	58
"Too Little"	0	1	0	Norway	44
"About Right"	1	1	0	Norway	48
"About Right"	0	1	0	Norway	37
"Too Little"	0	0	0	Norway	50
"About Right"	0	1	0	Norway	30
"About Right"	0	1	1	Norway	54
"Too Little"	1	1	0	Norway	22
"About Right"	1	1	0	Norway	22
"About Right"	0	1	1	Norway	30
"About Right"	0	1	0	Norway	42
"About Right"	0	1	0	Norway	31
"About Right"	0	1	0	Norway	69
"About Right"	0	1	1	Norway	56
"About Right"	1	1	0	Norway	52
"About Right"	0	0	0	Norway	23
"Too Much"  	1	1	0	Norway	34
"Too Little"	0	0	0	Norway	28
"About Right"	0	1	0	Norway	22
"About Right"	0	1	0	Norway	30
"Too Little"	1	1	0	Norway	36
"Too Little"	0	0	1	Norway	36
"About Right"	0	1	1	Norway	56
"About Right"	1	1	0	Norway	60
"About Right"	1	0	1	Norway	35
"Too Little"	1	1	0	Norway	19
"About Right"	1	1	0	Norway	50
"Too Much"  	1	1	1	Norway	76
"Too Little"	0	1	0	Norway	24
"Too Little"	0	1	1	Norway	67
"Too Little"	1	1	0	Norway	47
"Too Little"	0	1	1	Norway	62
"About Right"	0	1	0	Norway	51
"Too Little"	0	1	1	Norway	63
"About Right"	0	1	0	Norway	43
"Too Little"	1	1	0	Norway	52
"Too Little"	0	1	1	Norway	25
"Too Little"	0	1	0	Norway	49
"About Right"	1	1	1	Norway	29
"Too Little"	0	1	1	Norway	20
"Too Little"	1	1	0	Norway	27
"Too Little"	0	1	1	Norway	26
"About Right"	0	1	1	Norway	31
"About Right"	0	1	1	Norway	35
"Too Little"	1	1	0	Norway	34
"Too Little"	1	1	1	Norway	23
"Too Little"	0	1	0	Norway	54
"About Right"	1	1	0	Norway	64
"Too Little"	1	0	1	Norway	34
"Too Little"	0	1	1	Norway	61
"Too Little"	1	1	1	Norway	20
"Too Little"	1	1	0	Norway	35
"Too Little"	1	1	0	Norway	32
"Too Little"	1	1	1	Norway	31
"Too Little"	1	1	0	Norway	37
"Too Little"	0	1	0	Norway	32
"Too Little"	1	1	0	Norway	46
"Too Little"	1	1	1	Norway	37
"Too Much"  	1	1	0	Norway	72
"Too Little"	0	1	1	Norway	34
"About Right"	1	1	0	Norway	33
"Too Little"	0	1	1	Norway	19
"About Right"	1	1	1	Norway	45
"About Right"	0	1	1	Norway	51
"Too Little"	1	1	0	Norway	60
"About Right"	1	1	1	Norway	61
"Too Little"	0	1	0	Norway	33
"About Right"	0	1	0	Norway	30
"About Right"	0	1	1	Norway	22
"Too Little"	0	1	0	Norway	58
"Too Little"	0	1	1	Norway	37
"About Right"	1	1	0	Norway	41
"Too Little"	1	1	1	Norway	24
"Too Little"	1	1	0	Norway	52
"Too Little"	1	1	0	Norway	45
"About Right"	1	0	0	Norway	41
"About Right"	1	1	0	Norway	48
"About Right"	0	1	0	Norway	28
"Too Little"	1	1	0	Norway	54
"About Right"	1	1	0	Norway	58
"Too Little"	0	1	0	Norway	59
"About Right"	0	1	0	Norway	36
"Too Little"	0	1	0	Norway	63
"About Right"	1	0	0	Norway	18
"About Right"	0	1	0	Norway	75
"Too Little"	1	0	1	Norway	32
"Too Little"	0	1	1	Norway	22
"About Right"	0	1	0	Norway	53
"Too Much"  	1	1	0	Norway	34
"About Right"	1	1	0	Norway	59
"About Right"	0	0	0	Norway	31
"Too Little"	0	1	1	Norway	28
"Too Little"	0	1	0	Norway	65
"About Right"	0	1	0	Norway	60
"Too Little"	0	1	0	Norway	67
"Too Little"	1	1	1	Norway	25
"Too Little"	0	1	0	Norway	60
"About Right"	1	1	1	Norway	24
"About Right"	0	1	0	Norway	71
"About Right"	1	1	0	Norway	34
"About Right"	0	1	1	Norway	41
"About Right"	1	1	0	Norway	18
"Too Little"	1	1	0	Norway	67
"About Right"	0	1	0	Norway	63
"Too Little"	0	1	0	Norway	34
"Too Little"	0	1	1	Norway	51
"Too Little"	0	1	1	Norway	41
"Too Little"	1	1	1	Norway	42
"Too Little"	0	1	0	Norway	18
"About Right"	1	1	0	Norway	26
"Too Much"  	1	1	0	Norway	53
"About Right"	1	1	0	Norway	18
"About Right"	1	0	0	Norway	24
"About Right"	0	1	0	Norway	52
"Too Little"	1	0	1	Norway	30
"Too Much"  	0	1	0	Norway	38
"About Right"	1	0	1	Norway	71
"About Right"	1	1	0	Norway	22
"Too Little"	0	1	1	Norway	40
"Too Little"	1	1	0	Norway	27
"Too Little"	1	1	1	Norway	19
"About Right"	0	1	0	Norway	76
"Too Little"	0	1	0	Norway	49
"Too Little"	0	1	1	Norway	25
"Too Little"	0	1	0	Norway	71
"Too Little"	0	1	0	Norway	30
"Too Little"	1	1	0	Norway	38
"Too Little"	0	1	1	Norway	20
"Too Little"	0	1	0	Norway	26
"Too Little"	0	1	0	Norway	37
"Too Little"	0	1	0	Norway	58
"About Right"	0	1	0	Norway	37
"About Right"	1	0	0	Norway	54
"Too Little"	1	1	0	Norway	26
"About Right"	0	1	1	Norway	23
"Too Little"	1	1	0	Norway	75
"About Right"	0	1	0	Norway	72
"Too Little"	1	1	0	Norway	74
"Too Little"	1	1	0	Norway	48
"About Right"	1	1	0	Norway	40
"About Right"	1	1	0	Norway	42
"Too Little"	0	1	1	Norway	35
"About Right"	0	1	0	Norway	56
"Too Little"	0	1	0	Norway	67
"About Right"	1	1	0	Norway	23
"Too Little"	0	1	0	Norway	42
"Too Little"	0	1	0	Norway	35
"Too Little"	0	1	0	Norway	39
"About Right"	0	1	1	Norway	51
"Too Little"	1	1	0	Norway	23
"About Right"	1	1	0	Norway	34
"Too Little"	1	1	0	Norway	46
"About Right"	1	1	1	Norway	35
"Too Little"	1	1	0	Norway	65
"Too Little"	1	0	0	Norway	53
"About Right"	0	1	0	Norway	35
"About Right"	0	1	0	Norway	69
"Too Little"	0	1	0	Norway	27
"Too Little"	0	1	1	Norway	63
"About Right"	0	1	0	Norway	59
"Too Little"	0	1	0	Norway	50
"About Right"	1	1	1	Norway	20
"About Right"	0	1	0	Norway	34
"Too Little"	1	1	0	Norway	44
"Too Little"	1	1	0	Norway	33
"Too Little"	0	1	1	Norway	46
"Too Little"	0	1	0	Norway	64
"About Right"	1	1	0	Norway	74
"Too Little"	0	1	1	Norway	21
"Too Little"	1	1	0	Norway	38
"About Right"	1	1	0	Norway	44
"About Right"	1	0	0	Norway	41
"Too Little"	0	1	0	Norway	64
"Too Little"	0	1	1	Norway	35
"Too Little"	1	1	0	Norway	57
"Too Little"	1	1	0	Norway	36
"Too Little"	0	1	0	Norway	59
"About Right"	0	1	0	Norway	25
"About Right"	0	1	1	Norway	45
"About Right"	1	1	0	Norway	49
"About Right"	0	1	0	Norway	76
"Too Much"  	1	1	0	Norway	32
"Too Little"	0	1	1	Norway	36
"Too Little"	0	1	1	Norway	28
"Too Little"	1	1	1	Norway	39
"Too Little"	1	1	1	Norway	43
"About Right"	1	0	1	Norway	19
"About Right"	1	1	1	Norway	35
"Too Little"	1	1	0	Norway	52
"About Right"	0	1	0	Norway	61
"Too Little"	0	0	0	Norway	65
"About Right"	1	1	0	Norway	28
"About Right"	0	1	0	Norway	46
"About Right"	0	1	0	Norway	53
"Too Little"	1	1	1	Norway	27
"About Right"	1	1	1	Norway	22
"About Right"	0	1	1	Norway	30
"About Right"	0	1	1	Norway	36
"Too Little"	1	1	0	Norway	50
"Too Little"	0	1	0	Norway	73
"About Right"	1	1	0	Norway	25
"Too Little"	0	1	1	Norway	29
"Too Little"	1	1	1	Norway	46
"About Right"	1	1	0	Norway	58
"Too Little"	0	1	0	Norway	72
"Too Little"	0	1	0	Norway	57
"Too Little"	1	1	0	Norway	26
"About Right"	1	0	1	Norway	61
"About Right"	1	1	0	Norway	37
"Too Little"	1	1	0	Norway	47
"About Right"	1	1	1	Norway	32
"Too Little"	0	1	0	Norway	56
"About Right"	1	1	0	Norway	24
"About Right"	0	1	1	Norway	76
"Too Little"	0	0	1	Norway	64
"About Right"	0	1	0	Norway	40
"About Right"	1	1	0	Norway	36
"About Right"	1	1	0	Norway	70
"Too Little"	1	1	0	Norway	72
"About Right"	1	1	0	Norway	34
"About Right"	0	1	0	Norway	37
"Too Little"	1	1	0	Norway	39
"Too Much"  	1	1	0	Norway	34
"About Right"	0	1	1	Norway	52
"Too Little"	1	0	0	Norway	72
"Too Little"	1	1	0	Norway	78
"Too Little"	0	1	0	Norway	51
"About Right"	1	1	1	Norway	63
"About Right"	1	1	1	Norway	45
"Too Little"	1	1	0	Norway	63
"Too Little"	0	1	0	Norway	74
"About Right"	1	1	0	Norway	40
"About Right"	0	1	0	Norway	49
"Too Little"	1	1	0	Norway	22
"Too Little"	1	0	1	Norway	44
"Too Little"	1	1	1	Norway	60
"About Right"	0	1	0	Norway	53
"Too Little"	0	0	0	Norway	23
"Too Much"  	1	1	1	Norway	48
"About Right"	1	1	0	Norway	52
"About Right"	0	1	1	Norway	50
"About Right"	1	1	1	Norway	35
"About Right"	1	1	0	Norway	70
"Too Little"	1	1	0	Norway	75
"About Right"	1	0	0	Norway	43
"Too Little"	0	1	0	Norway	78
"About Right"	0	1	0	Norway	40
"Too Little"	0	1	1	Norway	35
"About Right"	0	1	0	Norway	68
"Too Little"	1	1	0	Norway	32
"About Right"	0	1	1	Norway	21
"About Right"	1	1	0	Norway	49
"Too Little"	1	1	1	Norway	43
"About Right"	0	1	0	Norway	41
"Too Little"	0	1	1	Norway	35
"About Right"	0	1	0	Norway	34
"About Right"	0	1	1	Norway	45
"About Right"	0	1	0	Norway	76
"Too Little"	0	1	1	Norway	24
"About Right"	1	0	0	Norway	30
"Too Little"	1	1	0	Norway	45
"About Right"	1	1	0	Norway	26
"About Right"	0	1	0	Norway	61
"About Right"	0	0	0	Norway	33
"About Right"	1	0	0	Norway	28
"About Right"	1	1	0	Norway	43
"About Right"	1	1	0	Norway	39
"About Right"	1	1	0	Norway	49
"Too Much"  	0	1	1	Norway	63
"Too Little"	1	1	0	Norway	62
"Too Little"	1	1	0	Norway	44
"About Right"	0	1	0	Norway	49
"Too Much"  	0	1	1	Norway	40
"Too Much"  	0	1	1	Norway	28
"Too Little"	1	1	0	Norway	76
"About Right"	0	1	0	Norway	65
"Too Little"	0	1	1	Norway	42
"About Right"	0	1	0	Norway	73
"About Right"	1	1	0	Norway	55
"About Right"	1	1	0	Norway	40
"About Right"	1	1	0	Norway	44
"About Right"	1	0	0	Norway	21
"About Right"	1	1	1	Norway	22
"Too Little"	0	1	0	Norway	38
"About Right"	1	1	0	Norway	19
"Too Little"	1	0	1	Norway	33
"About Right"	1	0	0	Norway	79
"About Right"	1	1	0	Norway	34
"Too Little"	1	1	0	Norway	23
