school	iq	test	ses	class.size	meanses	meaniq
2581	161	15	49	43	36	31.548	12.061
2582	161	13.5	48	23	36	31.548	12.061
2583	161	12.5	52	50	36	31.548	12.061
2584	161	12	43	20	36	31.548	12.061
2585	161	11.5	54	23	36	31.548	12.061
2586	161	11.5	39	33	36	31.548	12.061
2587	161	11.5	24	27	36	31.548	12.061
2588	161	13.5	50	30	36	31.548	12.061
2589	161	8	47	30	36	31.548	12.061
2590	161	13.5	48	43	36	31.548	12.061
2591	161	11	40	20	36	31.548	12.061
2592	161	17	58	43	36	31.548	12.061
2593	163	12	36	20	26	29	12.2
2594	163	10.5	39	20	26	29	12.2
2595	163	12	43	26	26	29	12.2
2596	163	12	46	23	26	29	12.2
2597	163	13	38	28	26	29	12.2
2598	163	12.5	48	20	26	29	12.2
2599	163	10.5	44	20	26	29	12.2
2600	163	12	44	20	26	29	12.2
2601	163	13.5	47	23	26	29	12.2
2602	163	12	40	25	26	29	12.2
2603	163	9	41	20	26	29	12.2
2604	163	12	48	28	26	29	12.2
2605	163	13	52	26	26	29	12.2
2606	163	12.5	48	20	26	29	12.2
2607	163	11.5	51	37	26	29	12.2
2608	163	11.5	43	20	26	29	12.2
2609	163	12	54	49	26	29	12.2
2610	163	11	46	40	26	29	12.2
2611	163	13.5	48	28	26	29	12.2
2612	163	12.5	51	49	26	29	12.2
2613	163	13	51	20	26	29	12.2
2614	163	11	56	40	26	29	12.2
2615	163	15	55	28	26	29	12.2
2616	163	15.5	55	49	26	29	12.2
2617	163	12	56	46	26	29	12.2
2618	164	13.5	48	30	25	21.958	11.729
2619	164	12	40	18	25	21.958	11.729
2620	164	11	35	28	25	21.958	11.729
2621	164	12	42	20	25	21.958	11.729
2622	164	9	44	20	25	21.958	11.729
2623	164	7.5	31	18	25	21.958	11.729
2624	164	11	35	18	25	21.958	11.729
2625	164	12.5	37	15	25	21.958	11.729
2626	164	12	40	23	25	21.958	11.729
2627	164	12.5	50	23	25	21.958	11.729
2628	164	13	55	33	25	21.958	11.729
2629	164	14	50	23	25	21.958	11.729
2630	164	12	39	15	25	21.958	11.729
2631	164	11	43	23	25	21.958	11.729
2632	164	8.5	43	20	25	21.958	11.729
2633	164	12	50	25	25	21.958	11.729
2634	164	13.5	45	23	25	21.958	11.729
2635	164	12	53	23	25	21.958	11.729
2636	164	11.5	40	20	25	21.958	11.729
2637	164	12	48	20	25	21.958	11.729
2638	164	12.5	51	23	25	21.958	11.729
2639	164	11	37	18	25	21.958	11.729
2640	164	11.5	47	23	25	21.958	11.729
2641	164	14	54	25	25	21.958	11.729
2642	165	15	NA	20	27	23.346	12.038
2643	165	8.5	23	20	27	23.346	12.038
2644	165	12	49	20	27	23.346	12.038
2645	165	11	21	27	27	23.346	12.038
2646	165	12	31	14	27	23.346	12.038
2647	165	12	45	20	27	23.346	12.038
2648	165	10.5	35	25	27	23.346	12.038
2649	165	12	36	31	27	23.346	12.038
2650	165	10.5	36	20	27	23.346	12.038
2651	165	12	38	20	27	23.346	12.038
2652	165	12	32	17	27	23.346	12.038
2653	165	12	46	23	27	23.346	12.038
2654	165	8.5	36	30	27	23.346	12.038
2655	165	12	34	23	27	23.346	12.038
2656	165	9.5	36	20	27	23.346	12.038
2657	165	11	37	23	27	23.346	12.038
2658	165	12	38	23	27	23.346	12.038
2659	165	11	29	27	27	23.346	12.038
2660	165	15	43	34	27	23.346	12.038
2661	165	13.5	44	27	27	23.346	12.038
2662	165	14.5	49	26	27	23.346	12.038
2663	165	12.5	42	23	27	23.346	12.038
2664	165	14.5	49	20	27	23.346	12.038
2665	165	13	42	23	27	23.346	12.038
2666	165	12	42	28	27	23.346	12.038
2667	165	14.5	47	23	27	23.346	12.038
2668	166	12.5	38	23	21	38.9	12.542
2669	166	10.5	39	NA	21	38.9	12.542
2670	166	10.5	47	44	21	38.9	12.542
2671	166	9.5	36	28	21	38.9	12.542
2672	166	11.5	45	43	21	38.9	12.542
2673	166	12	44	37	21	38.9	12.542
2674	166	13	49	26	21	38.9	12.542
2675	166	14.5	46	49	21	38.9	12.542
2676	166	13	47	NA	21	38.9	12.542
2677	166	13.5	52	44	21	38.9	12.542
2678	166	16	49	46	21	38.9	12.542
2679	166	14	50	49	21	38.9	12.542
2680	167	12.5	43	41	28	36.37	11.111
2681	167	9.5	NA	49	28	36.37	11.111
2682	167	10.5	26	45	28	36.37	11.111
2683	167	13	48	40	28	36.37	11.111
2684	167	9	42	35	28	36.37	11.111
2685	167	10	41	47	28	36.37	11.111
2686	167	8	41	35	28	36.37	11.111
2687	167	14.5	55	20	28	36.37	11.111
2688	167	13	52	50	28	36.37	11.111
2689	167	11.5	53	50	28	36.37	11.111
2690	167	11.5	47	35	28	36.37	11.111
2691	167	8.5	39	35	28	36.37	11.111
2692	167	9.5	41	35	28	36.37	11.111
2693	167	12.5	42	40	28	36.37	11.111
2694	167	16.5	57	40	28	36.37	11.111
2695	167	12	39	50	28	36.37	11.111
2696	167	10.5	34	20	28	36.37	11.111
2697	167	12	39	20	28	36.37	11.111
2698	167	4	37	35	28	36.37	11.111
2699	167	10.5	40	40	28	36.37	11.111
2700	167	11	42	20	28	36.37	11.111
2701	167	11.5	46	40	28	36.37	11.111
2702	167	13	50	40	28	36.37	11.111
2703	167	10.5	27	20	28	36.37	11.111
2704	167	13	49	25	28	36.37	11.111
2705	167	11.5	43	35	28	36.37	11.111
2706	167	10.5	25	40	28	36.37	11.111
2707	169	12.5	33	19	30	32.767	12.75
2708	169	12	33	21	30	32.767	12.75
2709	169	11	40	34	30	32.767	12.75
2710	169	11.5	38	36	30	32.767	12.75
2711	169	12.5	38	31	30	32.767	12.75
2712	169	11	32	21	30	32.767	12.75
2713	169	12.5	41	37	30	32.767	12.75
2714	169	13	41	37	30	32.767	12.75
2715	169	12.5	43	31	30	32.767	12.75
2716	169	12	46	41	30	32.767	12.75
2717	169	17	42	31	30	32.767	12.75
2718	169	12	45	20	30	32.767	12.75
2719	169	12	31	40	30	32.767	12.75
2720	169	13	41	20	30	32.767	12.75
2721	169	12	51	24	30	32.767	12.75
2722	169	14	37	19	30	32.767	12.75
2723	169	12.5	39	21	30	32.767	12.75
2724	169	14	45	37	30	32.767	12.75
2725	169	11	36	20	30	32.767	12.75
2726	169	12	33	19	30	32.767	12.75
2727	169	13	49	39	30	32.767	12.75
2728	169	13.5	51	44	30	32.767	12.75
2729	169	16	44	31	30	32.767	12.75
2730	169	11.5	50	46	30	32.767	12.75
2731	169	14.5	53	46	30	32.767	12.75
2732	169	12	48	37	30	32.767	12.75
2733	169	12	50	49	30	32.767	12.75
2734	169	14.5	52	46	30	32.767	12.75
2735	169	14	53	37	30	32.767	12.75
2736	169	11.5	54	49	30	32.767	12.75
2737	170	9.5	42	17	27	20.111	11.259
2738	170	12	51	18	27	20.111	11.259
2739	170	11.5	41	18	27	20.111	11.259
2740	170	10	37	15	27	20.111	11.259
2741	170	10.5	34	18	27	20.111	11.259
2742	170	10.5	34	15	27	20.111	11.259
2743	170	11	51	15	27	20.111	11.259
2744	170	13.5	53	18	27	20.111	11.259
2745	170	13.5	57	50	27	20.111	11.259
2746	170	12	49	15	27	20.111	11.259
2747	170	7	21	10	27	20.111	11.259
2748	170	10	27	15	27	20.111	11.259
2749	170	12.5	39	47	27	20.111	11.259
2750	170	14.5	50	15	27	20.111	11.259
2751	170	10	38	15	27	20.111	11.259
2752	170	12	42	15	27	20.111	11.259
2753	170	14.5	54	18	27	20.111	11.259
2754	170	12	37	18	27	20.111	11.259
2755	170	12	40	18	27	20.111	11.259
2756	170	14	51	43	27	20.111	11.259
2757	170	8.5	25	13	27	20.111	11.259
2758	170	9	25	18	27	20.111	11.259
2759	170	11.5	47	20	27	20.111	11.259
2760	170	7.5	25	18	27	20.111	11.259
2761	170	11	52	28	27	20.111	11.259
2762	170	12	50	18	27	20.111	11.259
2763	170	12	47	15	27	20.111	11.259
2764	171	12	37	NA	25	28.545	12
2765	171	12	40	10	25	28.545	12
2766	171	8	31	18	25	28.545	12
2767	171	13	43	18	25	28.545	12
2768	171	7.5	27	10	25	28.545	12
2769	171	12.5	37	NA	25	28.545	12
2770	171	12.5	35	NA	25	28.545	12
2771	171	11	NA	34	25	28.545	12
2772	171	9.5	37	49	25	28.545	12
2773	171	14.5	45	NA	25	28.545	12
2774	171	11.5	35	NA	25	28.545	12
2775	171	10.5	49	NA	25	28.545	12
2776	171	11.5	43	10	25	28.545	12
2777	171	12.5	32	NA	25	28.545	12
2778	171	12	45	NA	25	28.545	12
2779	171	12.5	46	41	25	28.545	12
2780	171	13	46	41	25	28.545	12
2781	171	11.5	42	NA	25	28.545	12
2782	171	14	NA	NA	25	28.545	12
2783	171	12.5	40	NA	25	28.545	12
2784	171	13	53	NA	25	28.545	12
2785	171	16	48	34	25	28.545	12
2786	171	13	53	49	25	28.545	12
2787	172	9.5	25	20	32	24.031	11.641
2788	172	8	29	20	32	24.031	11.641
2789	172	9.5	35	25	32	24.031	11.641
2790	172	11	42	20	32	24.031	11.641
2791	172	9.5	23	20	32	24.031	11.641
2792	172	8	32	20	32	24.031	11.641
2793	172	12.5	29	14	32	24.031	11.641
2794	172	8	37	25	32	24.031	11.641
2795	172	5.5	32	20	32	24.031	11.641
2796	172	12	38	20	32	24.031	11.641
2797	172	12	39	20	32	24.031	11.641
2798	172	16	47	34	32	24.031	11.641
2799	172	10	35	17	32	24.031	11.641
2800	172	12	46	20	32	24.031	11.641
2801	172	11.5	45	34	32	24.031	11.641
2802	172	12.5	45	31	32	24.031	11.641
2803	172	12	37	19	32	24.031	11.641
2804	172	13	40	24	32	24.031	11.641
2805	172	13.5	44	31	32	24.031	11.641
2806	172	15.5	48	36	32	24.031	11.641
2807	172	12	50	21	32	24.031	11.641
2808	172	14.5	51	43	32	24.031	11.641
2809	172	11	51	25	32	24.031	11.641
2810	172	12	28	17	32	24.031	11.641
2811	172	10.5	38	28	32	24.031	11.641
2812	172	11	40	25	32	24.031	11.641
2813	172	12.5	47	19	32	24.031	11.641
2814	172	11	46	15	32	24.031	11.641
2815	172	15	50	37	32	24.031	11.641
2816	172	16	54	23	32	24.031	11.641
2817	172	14.5	54	23	32	24.031	11.641
2818	172	11	46	23	32	24.031	11.641
2819	174	13.5	51	13	28	20.048	12.119
2820	174	14.5	36	13	28	20.048	12.119
2821	174	12	32	23	28	20.048	12.119
2822	174	12.5	34	13	28	20.048	12.119
2823	174	11	30	13	28	20.048	12.119
2824	174	12	35	19	28	20.048	12.119
2825	174	12.5	44	15	28	20.048	12.119
2826	174	11.5	31	27	28	20.048	12.119
2827	174	11	40	24	28	20.048	12.119
2828	174	10.5	42	13	28	20.048	12.119
2829	174	11	43	26	28	20.048	12.119
2830	174	13.5	44	13	28	20.048	12.119
2831	174	11	38	11	28	20.048	12.119
2832	174	12	37	17	28	20.048	12.119
2833	174	9	37	13	28	20.048	12.119
2834	174	12.5	44	43	28	20.048	12.119
2835	174	12	46	15	28	20.048	12.119
2836	174	13.5	50	17	28	20.048	12.119
2837	174	10.5	39	21	28	20.048	12.119
2838	174	12.5	54	37	28	20.048	12.119
2839	174	16	55	35	28	20.048	12.119
2840	175	16	56	40	27	36.143	12.964
2841	175	16	53	45	27	36.143	12.964
2842	175	10.5	37	30	27	36.143	12.964
2843	175	13	53	30	27	36.143	12.964
2844	175	11	42	23	27	36.143	12.964
2845	175	12.5	42	33	27	36.143	12.964
2846	175	15	45	33	27	36.143	12.964
2847	175	15.5	54	45	27	36.143	12.964
2848	175	10	23	17	27	36.143	12.964
2849	175	11	48	37	27	36.143	12.964
2850	175	12.5	54	50	27	36.143	12.964
2851	175	12	47	23	27	36.143	12.964
2852	175	12	46	50	27	36.143	12.964
2853	175	14.5	38	50	27	36.143	12.964
2854	176	7	26	10	24	25.739	12.022
2855	176	12.5	53	23	24	25.739	12.022
2856	176	11.5	51	20	24	25.739	12.022
2857	176	14	55	30	24	25.739	12.022
2858	176	11	33	25	24	25.739	12.022
2859	176	11	51	43	24	25.739	12.022
2860	176	12.5	47	30	24	25.739	12.022
2861	176	16	52	40	24	25.739	12.022
2862	176	11	37	18	24	25.739	12.022
2863	176	12.5	51	27	24	25.739	12.022
2864	176	8	41	20	24	25.739	12.022
2865	176	10.5	53	28	24	25.739	12.022
2866	176	11	35	18	24	25.739	12.022
2867	176	11.5	49	38	24	25.739	12.022
2868	176	14.5	43	30	24	25.739	12.022
2869	176	13	55	18	24	25.739	12.022
2870	176	16	54	20	24	25.739	12.022
2871	176	13.5	55	25	24	25.739	12.022
2872	176	13.5	55	23	24	25.739	12.022
2873	176	14.5	55	20	24	25.739	12.022
2874	176	8.5	31	28	24	25.739	12.022
2875	176	8.5	36	18	24	25.739	12.022
2876	176	14.5	57	40	24	25.739	12.022
2877	177	10.5	41	33	24	23.294	11.676
2878	177	11.5	49	35	24	23.294	11.676
2879	177	9.5	42	30	24	23.294	11.676
2880	177	10.5	37	18	24	23.294	11.676
2881	177	12	33	33	24	23.294	11.676
2882	177	11.5	44	20	24	23.294	11.676
2883	177	14	43	18	24	23.294	11.676
2884	177	11.5	39	18	24	23.294	11.676
2885	177	12	34	18	24	23.294	11.676
2886	177	11.5	45	15	24	23.294	11.676
2887	177	13.5	46	33	24	23.294	11.676
2888	177	11	34	18	24	23.294	11.676
2889	177	11.5	46	20	24	23.294	11.676
2890	177	9.5	27	17	24	23.294	11.676
2891	177	12	48	20	24	23.294	11.676
2892	177	13.5	39	30	24	23.294	11.676
2893	177	13	44	20	24	23.294	11.676
2894	178	11.5	NA	18	28	28.826	11.75
2895	178	11	41	18	28	28.826	11.75
2896	178	9	32	11	28	28.826	11.75
2897	178	12.5	37	10	28	28.826	11.75
2898	178	11.5	47	NA	28	28.826	11.75
2899	178	11.5	38	NA	28	28.826	11.75
2900	178	11	41	49	28	28.826	11.75
2901	178	8.5	43	18	28	28.826	11.75
2902	178	12	46	18	28	28.826	11.75
2903	178	12.5	45	10	28	28.826	11.75
2904	178	12	47	19	28	28.826	11.75
2905	178	10	41	19	28	28.826	11.75
2906	178	11.5	44	49	28	28.826	11.75
2907	178	12	49	26	28	28.826	11.75
2908	178	16	55	49	28	28.826	11.75
2909	178	8	37	29	28	28.826	11.75
2910	178	16	49	18	28	28.826	11.75
2911	178	11	38	41	28	28.826	11.75
2912	178	12.5	55	47	28	28.826	11.75
2913	178	12.5	46	19	28	28.826	11.75
2914	178	10	49	NA	28	28.826	11.75
2915	178	11	45	26	28	28.826	11.75
2916	178	15.5	51	49	28	28.826	11.75
2917	178	11	53	49	28	28.826	11.75
2918	178	12.5	52	26	28	28.826	11.75
2919	178	13	53	45	28	28.826	11.75
2920	179	9.5	36	NA	10	15.286	11
2921	179	NA	38	20	10	15.286	11
2922	179	13	34	20	10	15.286	11
2923	179	12	45	17	10	15.286	11
2924	179	12	29	20	10	15.286	11
2925	179	9.5	19	10	10	15.286	11
2926	179	10	24	10	10	15.286	11
2927	179	11	30	10	10	15.286	11
2928	180	9.5	33	19	29	23.37	12.704
2929	180	11.5	31	13	29	23.37	12.704
2930	180	13	42	13	29	23.37	12.704
2931	180	13	53	30	29	23.37	12.704
2932	180	12.5	46	13	29	23.37	12.704
2933	180	11.5	43	30	29	23.37	12.704
2934	180	13	42	28	29	23.37	12.704
2935	180	11.5	40	13	29	23.37	12.704
2936	180	13	45	44	29	23.37	12.704
2937	180	11.5	40	22	29	23.37	12.704
2938	180	12	41	13	29	23.37	12.704
2939	180	11.5	35	17	29	23.37	12.704
2940	180	13	39	32	29	23.37	12.704
2941	180	13.5	31	11	29	23.37	12.704
2942	180	12	45	19	29	23.37	12.704
2943	180	16.5	54	17	29	23.37	12.704
2944	180	14.5	49	19	29	23.37	12.704
2945	180	15	47	45	29	23.37	12.704
2946	180	13.5	44	15	29	23.37	12.704
2947	180	11.5	41	30	29	23.37	12.704
2948	180	12.5	40	30	29	23.37	12.704
2949	180	11	39	19	29	23.37	12.704
2950	180	12.5	48	30	29	23.37	12.704
2951	180	14.5	54	32	29	23.37	12.704
2952	180	13.5	50	19	29	23.37	12.704
2953	180	13	51	13	29	23.37	12.704
2954	180	13	50	45	29	23.37	12.704
2955	181	9.5	29	26	18	24.176	11.647
2956	181	11.5	36	10	18	24.176	11.647
2957	181	7.5	29	30	18	24.176	11.647
2958	181	11	33	21	18	24.176	11.647
2959	181	12	46	24	18	24.176	11.647
2960	181	10	NA	34	18	24.176	11.647
2961	181	14.5	43	30	18	24.176	11.647
2962	181	11.5	35	18	18	24.176	11.647
2963	181	12.5	47	32	18	24.176	11.647
2964	181	9.5	37	10	18	24.176	11.647
2965	181	10.5	44	19	18	24.176	11.647
2966	181	12	36	18	18	24.176	11.647
2967	181	11.5	45	21	18	24.176	11.647
2968	181	11.5	41	36	18	24.176	11.647
2969	181	15.5	48	18	18	24.176	11.647
2970	181	15.5	42	34	18	24.176	11.647
2971	181	12	39	30	18	24.176	11.647
2972	182	6.5	29	10	11	10	9.222
2973	182	6.5	24	10	11	10	9.222
2974	182	11.5	41	10	11	10	9.222
2975	182	11	46	10	11	10	9.222
2976	182	12	37	10	11	10	9.222
2977	182	10.5	34	10	11	10	9.222
2978	182	8.5	30	10	11	10	9.222
2979	182	8.5	35	10	11	10	9.222
2980	182	8	38	10	11	10	9.222
2981	183	12	40	23	32	27.194	11.565
2982	183	10.5	39	43	32	27.194	11.565
2983	183	11	45	25	32	27.194	11.565
2984	183	12	45	20	32	27.194	11.565
2985	183	11.5	44	25	32	27.194	11.565
2986	183	11	46	23	32	27.194	11.565
2987	183	12	48	30	32	27.194	11.565
2988	183	12.5	47	23	32	27.194	11.565
2989	183	11.5	27	25	32	27.194	11.565
2990	183	12	43	50	32	27.194	11.565
2991	183	11	26	15	32	27.194	11.565
2992	183	9	31	18	32	27.194	11.565
2993	183	12.5	34	20	32	27.194	11.565
2994	183	11.5	32	15	32	27.194	11.565
2995	183	12.5	47	33	32	27.194	11.565
2996	183	11	49	37	32	27.194	11.565
2997	183	14	40	37	32	27.194	11.565
2998	183	13	41	43	32	27.194	11.565
2999	183	13.5	53	40	32	27.194	11.565
3000	183	12	52	23	32	27.194	11.565
3001	183	11.5	47	20	32	27.194	11.565
3002	183	15	34	23	32	27.194	11.565
3003	183	10.5	27	20	32	27.194	11.565
3004	183	10.5	41	28	32	27.194	11.565
3005	183	11.5	41	43	32	27.194	11.565
3006	183	12	44	40	32	27.194	11.565
3007	183	12	37	15	32	27.194	11.565
3008	183	11	36	25	32	27.194	11.565
3009	183	12.5	49	33	32	27.194	11.565
3010	183	10	41	18	32	27.194	11.565
3011	183	6	17	10	32	27.194	11.565
3012	184	6.5	NA	45	29	32.552	12.276
3013	184	11	41	10	29	32.552	12.276
3014	184	18	51	23	29	32.552	12.276
3015	184	14.5	31	20	29	32.552	12.276
3016	184	10	41	40	29	32.552	12.276
3017	184	12	37	20	29	32.552	12.276
3018	184	11	48	43	29	32.552	12.276
3019	184	10.5	47	50	29	32.552	12.276
3020	184	11	32	37	29	32.552	12.276
3021	184	13	48	47	29	32.552	12.276
3022	184	11.5	40	43	29	32.552	12.276
3023	184	12.5	47	50	29	32.552	12.276
3024	184	15.5	54	50	29	32.552	12.276
3025	184	11	43	17	29	32.552	12.276
3026	184	12	37	30	29	32.552	12.276
3027	184	13	41	43	29	32.552	12.276
3028	184	13	49	20	29	32.552	12.276
3029	184	12	42	27	29	32.552	12.276
3030	184	12	32	17	29	32.552	12.276
3031	184	12.5	40	37	29	32.552	12.276
3032	184	13	36	25	29	32.552	12.276
3033	184	14.5	53	40	29	32.552	12.276
3034	184	11.5	23	13	29	32.552	12.276
3035	184	12.5	42	33	29	32.552	12.276
3036	184	11.5	38	23	29	32.552	12.276
3037	184	17	43	37	29	32.552	12.276
3038	184	13	51	47	29	32.552	12.276
3039	184	9.5	41	10	29	32.552	12.276
3040	184	11	52	47	29	32.552	12.276
3041	186	9	33	37	33	39	12.532
3042	186	11.5	37	NA	33	39	12.532
3043	186	10.5	40	21	33	39	12.532
3044	186	13	48	22	33	39	12.532
3045	186	10.5	41	28	33	39	12.532
3046	186	11	40	20	33	39	12.532
3047	186	12	41	46	33	39	12.532
3048	186	13.5	NA	43	33	39	12.532
3049	186	9	NA	37	33	39	12.532
3050	186	11.5	42	35	33	39	12.532
3051	186	12	55	49	33	39	12.532
3052	186	12	51	45	33	39	12.532
3053	186	12.5	37	32	33	39	12.532
3054	186	13	42	49	33	39	12.532
3055	186	14	44	43	33	39	12.532
3056	186	12.5	51	49	33	39	12.532
3057	186	12.5	49	41	33	39	12.532
3058	186	12.5	34	NA	33	39	12.532
3059	186	13	46	37	33	39	12.532
3060	186	13	44	19	33	39	12.532
3061	186	15	55	NA	33	39	12.532
3062	186	13.5	51	33	33	39	12.532
3063	186	13.5	52	NA	33	39	12.532
3064	186	13	52	45	33	39	12.532
3065	186	13	48	46	33	39	12.532
3066	186	17	55	49	33	39	12.532
3067	186	12	47	40	33	39	12.532
3068	186	12.5	56	49	33	39	12.532
3069	186	11.5	54	46	33	39	12.532
3070	186	10.5	54	49	33	39	12.532
3071	186	18.5	54	43	33	39	12.532
3072	187	11.5	32	17	NA	24.667	12.426
3073	187	11	26	15	NA	24.667	12.426
3074	187	10.5	41	26	NA	24.667	12.426
3075	187	8	37	17	NA	24.667	12.426
3076	187	11.5	50	30	NA	24.667	12.426
3077	187	11	41	30	NA	24.667	12.426
3078	187	12.5	33	45	NA	24.667	12.426
3079	187	12	36	45	NA	24.667	12.426
3080	187	14	41	30	NA	24.667	12.426
3081	187	13.5	42	30	NA	24.667	12.426
3082	187	9.5	29	26	NA	24.667	12.426
3083	187	13.5	37	17	NA	24.667	12.426
3084	187	11.5	32	17	NA	24.667	12.426
3085	187	15	37	28	NA	24.667	12.426
3086	187	11.5	31	24	NA	24.667	12.426
3087	187	15.5	42	19	NA	24.667	12.426
3088	187	12	43	17	NA	24.667	12.426
3089	187	13	49	32	NA	24.667	12.426
3090	187	13	40	23	NA	24.667	12.426
3091	187	11.5	22	17	NA	24.667	12.426
3092	187	12.5	NA	17	NA	24.667	12.426
3093	187	10	48	19	NA	24.667	12.426
3094	187	12	43	19	NA	24.667	12.426
3095	187	12	43	24	NA	24.667	12.426
3096	187	12.5	43	28	NA	24.667	12.426
3097	187	17	54	37	NA	24.667	12.426
3098	187	18	57	17	NA	24.667	12.426
3099	188	13.5	50	17	26	24.833	11
3100	188	8.5	26	23	26	24.833	11
3101	188	10.5	36	23	26	24.833	11
3102	188	10.5	20	23	26	24.833	11
3103	188	11	46	40	26	24.833	11
3104	188	10.5	39	30	26	24.833	11
3105	188	10.5	34	40	26	24.833	11
3106	188	10.5	33	18	26	24.833	11
3107	188	11.5	44	18	26	24.833	11
3108	188	11.5	42	18	26	24.833	11
3109	188	12	48	30	26	24.833	11
3110	188	11.5	25	18	26	24.833	11
3111	189	11.5	38	20	29	25.278	11.5
3112	189	14.5	44	15	29	25.278	11.5
3113	189	10.5	48	17	29	25.278	11.5
3114	189	12	46	40	29	25.278	11.5
3115	189	15	49	27	29	25.278	11.5
3116	189	7	43	20	29	25.278	11.5
3117	189	13	39	20	29	25.278	11.5
3118	189	9	35	20	29	25.278	11.5
3119	189	9	31	15	29	25.278	11.5
3120	189	11	40	10	29	25.278	11.5
3121	189	12.5	53	20	29	25.278	11.5
3122	189	13	44	30	29	25.278	11.5
3123	189	13	52	40	29	25.278	11.5
3124	189	11	33	30	29	25.278	11.5
3125	189	12	49	48	29	25.278	11.5
3126	189	11	40	35	29	25.278	11.5
3127	189	15	48	33	29	25.278	11.5
3128	189	7	17	15	29	25.278	11.5
3129	190	10.5	33	30	19	32	11.868
3130	190	12	44	37	19	32	11.868
3131	190	11.5	39	11	19	32	11.868
3132	190	12.5	48	41	19	32	11.868
3133	190	11	26	16	19	32	11.868
3134	190	13	47	45	19	32	11.868
3135	190	11.5	47	23	19	32	11.868
3136	190	8.5	53	30	19	32	11.868
3137	190	12	54	36	19	32	11.868
3138	190	11	41	23	19	32	11.868
3139	190	13.5	51	41	19	32	11.868
3140	190	14	53	28	19	32	11.868
3141	190	12	52	37	19	32	11.868
3142	190	10.5	45	19	19	32	11.868
3143	190	14	51	49	19	32	11.868
3144	190	12.5	50	49	19	32	11.868
3145	190	11	43	28	19	32	11.868
3146	190	10.5	49	24	19	32	11.868
3147	190	14	50	41	19	32	11.868
3148	192	9	NA	17	14	24	10.556
3149	192	9.5	29	35	14	24	10.556
3150	192	12.5	44	30	14	24	10.556
3151	192	10	29	33	14	24	10.556
3152	192	10.5	24	15	14	24	10.556
3153	192	10	41	35	14	24	10.556
3154	192	10	36	15	14	24	10.556
3155	192	11	30	18	14	24	10.556
3156	192	12.5	34	18	14	24	10.556
3157	193	7.5	NA	14	31	23.857	12.333
3158	193	11	NA	20	31	23.857	12.333
3159	193	14.5	54	NA	31	23.857	12.333
3160	193	12.5	50	27	31	23.857	12.333
3161	193	10.5	52	35	31	23.857	12.333
3162	193	15	51	20	31	23.857	12.333
3163	193	11.5	44	30	31	23.857	12.333
3164	193	15	55	45	31	23.857	12.333
3165	193	14	50	27	31	23.857	12.333
3166	193	11	44	23	31	23.857	12.333
3167	193	12.5	49	15	31	23.857	12.333
3168	193	14	54	20	31	23.857	12.333
3169	193	11.5	32	18	31	23.857	12.333
3170	193	13	52	20	31	23.857	12.333
3171	193	11.5	48	20	31	23.857	12.333
3172	194	8	27	11	NA	12.538	10.808
3173	194	11	47	11	NA	12.538	10.808
3174	194	8.5	23	11	NA	12.538	10.808
3175	194	9.5	23	11	NA	12.538	10.808
3176	194	9.5	34	11	NA	12.538	10.808
3177	194	8	41	11	NA	12.538	10.808
3178	194	11	28	15	NA	12.538	10.808
3179	194	10	32	11	NA	12.538	10.808
3180	194	11.5	42	11	NA	12.538	10.808
3181	194	14.5	53	11	NA	12.538	10.808
3182	194	13	47	11	NA	12.538	10.808
3183	194	13	36	17	NA	12.538	10.808
3184	194	13	31	21	NA	12.538	10.808
3185	195	13	51	NA	31	22.65	12.048
3186	195	10.5	37	37	31	22.65	12.048
3187	195	13.5	45	47	31	22.65	12.048
3188	195	11	23	17	31	22.65	12.048
3189	195	15.5	49	15	31	22.65	12.048
3190	195	15.5	56	35	31	22.65	12.048
3191	195	13	43	20	31	22.65	12.048
3192	195	11.5	44	40	31	22.65	12.048
3193	195	11	45	15	31	22.65	12.048
3194	195	10	33	35	31	22.65	12.048
3195	195	11	30	15	31	22.65	12.048
3196	195	12	38	15	31	22.65	12.048
3197	195	10.5	35	15	31	22.65	12.048
3198	195	12	43	15	31	22.65	12.048
3199	195	13	38	15	31	22.65	12.048
3200	195	12.5	37	18	31	22.65	12.048
3201	195	11.5	34	25	31	22.65	12.048
3202	195	10	44	20	31	22.65	12.048
3203	195	11	42	18	31	22.65	12.048
3204	195	12	46	18	31	22.65	12.048
3205	195	13	47	18	31	22.65	12.048
3206	196	10.5	40	23	27	28.963	12.204
3207	196	13	42	23	27	28.963	12.204
3208	196	15	45	23	27	28.963	12.204
3209	196	12.5	35	20	27	28.963	12.204
3210	196	12	39	23	27	28.963	12.204
3211	196	12	46	23	27	28.963	12.204
3212	196	12.5	46	25	27	28.963	12.204
3213	196	12	49	27	27	28.963	12.204
3214	196	11	32	20	27	28.963	12.204
3215	196	12	40	23	27	28.963	12.204
3216	196	10.5	43	45	27	28.963	12.204
3217	196	16	50	40	27	28.963	12.204
3218	196	15	55	30	27	28.963	12.204
3219	196	7.5	47	40	27	28.963	12.204
3220	196	13	36	20	27	28.963	12.204
3221	196	11.5	44	37	27	28.963	12.204
3222	196	15.5	50	23	27	28.963	12.204
3223	196	12	40	28	27	28.963	12.204
3224	196	12.5	50	30	27	28.963	12.204
3225	196	13.5	52	47	27	28.963	12.204
